ZONE MED VOL(cm3) MASS(g)
1	1	 21.0000   21.0000
2	1	 21.0000   21.0000
3	1	 21.0000   21.0000
4	1	 21.0000   21.0000
5	1	 21.0000   21.0000
6	1	 21.0000   21.0000
7	1	 21.0000   21.0000
8	1	 21.0000   21.0000
9	1	 21.0000   21.0000
10	1	 21.0000   21.0000
11	1	 21.0000   21.0000
12	1	 21.0000   21.0000
13	1	 21.0000   21.0000
14	1	 21.0000   21.0000
15	1	 21.0000   21.0000
16	1	 21.0000   21.0000
17	1	 21.0000   21.0000
18	1	 21.0000   21.0000
19	1	 21.0000   21.0000
20	1	 21.0000   21.0000
21	1	 21.0000   21.0000
22	1	 21.0000   21.0000
23	1	 21.0000   21.0000
24	1	 21.0000   21.0000
25	1	 21.0000   21.0000
26	1	 21.0000   21.0000
27	1	 21.0000   21.0000
28	1	 21.0000   21.0000
29	1	 21.0000   21.0000
30	1	 21.0000   21.0000
31	1	 21.0000   21.0000
32	1	 21.0000   21.0000
33	1	 21.0000   21.0000
34	1	 21.0000   21.0000
35	1	 21.0000   21.0000
36	1	 21.0000   21.0000
37	1	 21.0000   21.0000
38	1	 21.0000   21.0000
39	1	 21.0000   21.0000
40	1	 21.0000   21.0000
41	1	  3.5000    3.5000
42	1	  3.5000    3.5000
43	1	  3.5000    3.5000
44	1	  3.5000    3.5000
45	1	  3.5000    3.5000
46	1	  3.5000    3.5000
47	1	  3.5000    3.5000
48	1	  3.5000    3.5000
49	1	  3.5000    3.5000
50	1	  3.5000    3.5000
51	1	  3.5000    3.5000
52	1	  3.5000    3.5000
53	1	  3.5000    3.5000
54	1	  3.5000    3.5000
55	1	  3.5000    3.5000
56	1	  3.5000    3.5000
57	1	  3.5000    3.5000
58	1	  3.5000    3.5000
59	1	  3.5000    3.5000
60	1	  3.5000    3.5000
61	1	  3.5000    3.5000
62	1	  3.5000    3.5000
63	1	  3.5000    3.5000
64	1	  3.5000    3.5000
65	1	  3.5000    3.5000
66	1	  3.5000    3.5000
67	1	  3.5000    3.5000
68	1	  3.5000    3.5000
69	1	  3.5000    3.5000
70	1	  3.5000    3.5000
71	1	  3.5000    3.5000
72	1	  3.5000    3.5000
73	1	  3.5000    3.5000
74	1	  3.5000    3.5000
75	1	  3.5000    3.5000
76	1	  3.5000    3.5000
77	1	  3.5000    3.5000
78	1	  3.5000    3.5000
