10000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
277	1	20946000	2357,01	216,8	0	0	0	0	0	0	770473	729	68	99	2104	18401	47768	0
278	1	19797100	1910,07	232	0	0	0	0	0	0	916950	542	48	66	1732	15032	50553	0
279	1	17492100	1514,66	223	0	0	0	0	0	0	989537	360	30	45	1182	11753	49521	0
280	1	14241900	1059,55	151	0	0	0	0	0	0	953171	252	35	39	832	8271	44166	0
281	1	10575000	764,8	69,96	0	0	0	0	0	0	819851	178	35	21	598	5846	35889	0
282	1	7081790	519,438	79,43	0	0	0	0	0	0	620915	154	40	13	461	4013	26161	0
283	1	4253250	373,815	41,81	0	0	0	0	0	0	415300	99	33	14	393	2867	17146	0
284	1	2275810	270,635	33,4	0	0	0	0	0	0	244453	89	25	19	338	2107	10498	0
285	1	1086500	233,762	22,2	0	0	0	0	0	0	124922	91	34	13	288	1791	5977	0
286	1	470031	211,574	1,176	0	0	0	0	0	0	57097	82	28	22	266	1635	3664	0
287	1	191283	198,164	0	0	0	0	0	0	0	22555	82	35	26	284	1519	2526	0
288	1	85114,1	208,718	0	0	0	0	0	0	0	8417	93	29	9	287	1515	2076	0
289	1	50090,4	189,601	12,89	0	0	0	0	0	0	3423	112	27	13	291	1504	1967	0
290	1	40231,5	182,714	0	0	0	0	0	0	0	1909	88	36	18	260	1410	1881	0
291	1	37750,2	195,067	0	0	0	0	0	0	0	1516	107	25	21	305	1477	1892	0
292	1	37526	184,571	3,868	0	0	0	0	0	0	1422	109	28	16	267	1366	1857	0
293	1	36933,6	181,657	0	0	0	0	0	0	0	1444	66	33	21	286	1368	1917	0
294	1	36794,8	194,31	0	0	0	0	0	0	0	1443	90	25	17	293	1417	1882	0
295	1	36044,2	190,043	7,142	0	0	0	0	0	0	1402	80	38	13	239	1395	1831	0
296	1	36316,6	190,744	11,93	0	0	0	0	0	0	1424	81	30	17	282	1434	1876	0
297	1	35905,9	185,216	0	0	0	0	0	0	0	1402	98	23	11	256	1370	1842	0
298	1	35277	171,94	7,021	0	0	0	0	0	0	1287	89	26	14	263	1293	1779	0
299	1	35618,7	181,962	0	0	0	0	0	0	0	1405	93	19	18	249	1391	1765	0
300	1	34636,3	176,622	7,555	0	0	0	0	0	0	1355	63	21	16	259	1364	1761	0
301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMM:	1962350000	411143	8928	52	605,7	0	0	0	0	12831283	334004	77325	164691	878511	2970683	4182850	0	
ZONE	MED	C10	C11	N12	N13	O13	O14	O15	F17	F18								
1	1	301	861	0	356	3	105	1810	0	0								
2	1	325	812	0	326	1	98	1820	0	0								
3	1	316	810	0	334	1	96	1878	1	0								
4	1	348	807	1	363	3	87	1823	0	0								
5	1	310	742	0	330	2	87	1792	0	0								
6	1	331	840	0	334	2	91	1818	0	0								
7	1	335	768	0	322	4	103	1904	0	0								
8	1	294	848	0	344	6	93	1923	0	0								
9	1	331	744	0	340	2	122	1894	0	0								
10	1	290	851	0	351	3	97	1908	0	1								
11	1	321	856	0	348	3	114	1840	1	0								
12	1	308	798	0	354	3	92	1939	0	0								
13	1	335	820	0	343	4	120	1826	3	0								
14	1	318	833	1	363	5	86	1829	0	0								
15	1	339	794	0	364	1	93	1922	0	1								
16	1	325	773	0	341	5	98	1882	0	1								
17	1	315	805	0	369	5	90	1911	0	0								
18	1	311	743	0	345	5	80	1920	1	0								
19	1	330	804	0	331	4	106	1907	0	1								
20	1	333	811	0	351	5	103	1870	0	0								
21	1	326	895	0	366	4	102	1924	1	0								
22	1	359	844	0	349	5	87	1946	0	0								
23	1	319	815	0	329	5	103	2014	1	0								
24	1	313	819	0	353	6	99	1991	2	1								
25	1	303	790	0	341	7	105	1956	0	0								
26	1	319	855	0	370	4	94	1972	0	1								
27	1	322	780	0	378	4	104	1915	1	0								
28	1	340	839	1	353	6	102	1962	0	0								
29	1	339	793	1	320	1	104	1859	0	0								
30	1	309	814	0	329	1	81	1929	2	0								
31	1	347	905	0	365	2	92	1930	0	1								
32	1	324	786	0	369	5	90	1946	0	1								
33	1	345	827	0	390	5	115	1957	0	0								
34	1	325	816	0	370	2	110	1967	0	0								
35	1	332	764	0	365	5	107	2035	0	1								
36	1	353	796	0	334	5	95	1868	0	0								
37	1	324	847	0	302	6	104	1930	0	1								
38	1	383	806	1	338	2	86	2004	0	0								
39	1	346	870	0	330	5	93	1954	0	0								
40	1	330	845	0	365	2	76	1959	1	0								
41	1	324	808	0	386	3	91	1888	0	0								
42	1	334	820	0	364	3	88	1969	1	0								
43	1	337	854	0	321	1	94	1957	0	0								
44	1	367	851	0	369	4	99	2003	0	0								
45	1	341	833	0	391	4	107	1919	0	0								
46	1	341	790	0	389	0	96	1928	1	0								
47	1	321	858	0	388	4	115	2012	0	0								
48	1	357	830	0	368	3	95	2014	1	0								
49	1	323	756	0	353	0	100	2041	0	1								
50	1	313	822	0	362	3	101	1990	1	0								
51	1	292	833	0	383	5	102	1972	0	0								
52	1	357	819	0	375	5	106	2008	2	0								
53	1	317	837	0	345	4	124	1962	0	0								
54	1	321	864	0	379	5	84	2045	0	0								
55	1	321	793	0	390	0	92	1987	0	1								
56	1	309	871	0	383	4	104	1932	1	0								
57	1	336	846	0	355	2	97	1963	1	0								
58	1	341	843	0	368	4	88	1963	0	0								
59	1	340	833	0	349	5	90	2039	1	1								
60	1	347	796	0	351	2	103	2130	1	1								
61	1	350	816	0	386	7	114	1997	1	0								
62	1	313	826	0	364	3	74	2027	0	1								
63	1	318	819	0	351	5	103	1972	0	0								
64	1	294	840	0	367	3	98	1957	0	1								
65	1	339	879	0	350	3	122	2037	0	0								
66	1	339	803	0	406	1	108	2025	0	1								
67	1	326	845	0	395	4	83	2044	0	1								
68	1	326	833	0	361	1	85	2064	0	1								
69	1	308	811	0	366	3	81	2073	0	0								
70	1	307	824	0	360	2	112	1962	1	1								
71	1	314	827	0	374	5	104	1975	0	0								
72	1	338	817	0	346	1	74	2007	2	0								
73	1	315	866	0	338	2	107	2042	1	0								
74	1	316	809	0	371	3	123	1977	2	0								
75	1	301	835	0	338	2	96	2038	1	0								
76	1	347	832	0	383	4	91	2023	0	0								
77	1	330	794	0	319	3	97	2016	1	0								
78	1	311	820	0	348	1	98	2000	0	1								
79	1	352	823	0	331	5	119	2027	0	0								
80	1	322	815	1	355	3	93	2076	0	0								
81	1	336	840	0	350	5	103	1962	0	0								
82	1	291	820	0	372	2	111	2099	1	0								
83	1	306	825	0	353	4	106	1958	0	0								
84	1	305	847	0	355	4	109	1975	1	0								
85	1	306	804	0	344	2	86	2031	0	1								
86	1	328	850	0	368	3	114	2009	0	1								
87	1	326	841	0	369	2	113	1998	1	0								
88	1	330	791	0	337	3	106	2011	0	0								
89	1	336	821	0	358	4	112	2016	0	0								
90	1	348	822	0	367	5	96	2069	1	0								
91	1	301	874	0	351	4	103	2066	0	0								
92	1	337	879	0	344	4	101	2007	0	1								
93	1	343	878	0	349	2	96	2021	1	0								
94	1	301	809	0	328	2	110	2065	0	0								
95	1	304	887	0	384	2	108	1965	0	0								
96	1	308	849	0	379	6	113	1993	0	2								
97	1	322	810	0	368	1	112	1997	0	0								
98	1	330	823	1	368	5	103	2061	0	0								
99	1	291	858	0	368	3	113	2007	0	0								
100	1	330	814	0	381	2	98	1986	0	0								
101	1	337	857	0	390	1	92	2099	0	0								
102	1	330	878	0	338	8	106	2098	0	0								
103	1	319	850	0	355	4	81	1887	1	0								
104	1	285	865	0	350	5	101	2054	1	0								
105	1	338	842	0	365	3	110	2024	0	2								
106	1	353	790	0	381	4	109	2014	1	0								
107	1	338	775	0	354	4	112	2051	0	0								
108	1	331	819	0	363	2	95	2069	1	1								
109	1	327	802	0	371	7	122	2028	0	0								
110	1	339	843	0	372	3	91	2039	2	0								
111	1	326	809	0	324	5	109	1954	0	0								
112	1	336	795	0	362	6	114	2053	2	0								
113	1	335	807	1	367	6	113	2000	0	0								
114	1	317	815	0	378	3	103	1987	0	1								
115	1	347	825	0	380	6	97	2034	2	0								
116	1	298	864	0	352	3	117	1986	1	1								
117	1	305	826	0	351	4	119	1938	0	1								
118	1	287	881	0	352	4	98	2037	0	0								
119	1	315	767	0	358	2	103	2009	1	0								
120	1	324	819	0	360	7	89	2108	0	0								
121	1	331	811	0	361	3	96	1938	0	0								
122	1	321	836	0	343	3	102	2073	1	0								
123	1	306	799	0	383	8	100	2073	1	0								
124	1	333	785	0	382	3	106	2037	0	0								
125	1	301	847	0	378	2	94	2027	0	2								
126	1	327	803	1	357	7	117	2034	0	0								
127	1	311	819	0	349	3	96	1994	0	0								
128	1	318	856	0	348	4	89	1932	0	0								
129	1	322	767	0	399	3	114	2077	0	0								
130	1	281	804	0	363	4	109	1960	0	0								
131	1	291	834	0	342	5	94	1970	1	1								
132	1	324	839	0	350	3	122	2083	0	1								
133	1	304	795	0	361	2	115	2074	1	0								
134	1	284	819	0	393	1	100	1984	0	1								
135	1	306	802	0	346	3	102	2107	1	0								
136	1	334	871	0	353	3	104	2010	0	1								
137	1	306	791	0	366	5	82	1998	0	1								
138	1	314	818	0	357	4	114	2012	1	0								
139	1	326	841	0	370	0	102	1956	0	2								
140	1	314	871	0	328	3	88	1948	0	1								
141	1	322	785	0	376	4	105	2097	0	1								
142	1	328	804	0	376	6	98	2092	0	0								
143	1	303	810	0	337	4	101	2036	0	0								
144	1	348	856	0	344	1	83	2124	0	0								
145	1	304	876	0	355	2	106	2028	0	0								
146	1	278	806	0	354	3	108	2064	0	0								
147	1	318	838	0	382	4	103	2106	0	1								
148	1	325	843	0	357	4	90	2099	0	1								
149	1	296	809	0	357	2	115	2044	0	0								
150	1	309	758	0	349	0	112	2048	0	0								
151	1	341	868	0	365	4	95	1989	0	0								
152	1	330	856	0	354	2	111	2136	1	0								
153	1	314	805	0	357	1	102	2039	0	1								
154	1	312	881	0	394	3	101	2104	0	2								
155	1	326	787	0	363	7	95	1999	0	1								
156	1	299	828	0	356	8	100	2047	1	0								
157	1	286	872	0	378	2	107	2046	0	1								
158	1	299	823	0	337	3	96	2031	0	0								
159	1	295	850	0	351	2	94	1991	0	0								
160	1	313	824	0	385	5	109	2062	0	0								
161	1	310	801	0	367	4	132	2005	0	0								
162	1	321	783	0	366	7	98	1995	0	0								
163	1	291	794	0	385	1	106	2067	0	0								
164	1	316	839	1	372	3	98	2042	0	0								
165	1	306	814	0	369	2	96	2084	1	0								
166	1	334	806	0	387	1	93	2142	2	0								
167	1	323	776	0	350	7	107	2118	1	0								
168	1	308	804	1	358	3	111	2061	0	0								
169	1	325	837	0	395	4	101	2082	1	0								
170	1	302	806	0	362	0	108	2062	0	1								
171	1	307	767	0	381	3	105	1996	0	0								
172	1	303	826	0	358	1	110	2034	0	1								
173	1	282	792	0	385	3	106	2000	0	2								
174	1	336	768	0	327	3	84	2043	2	0								
175	1	295	758	0	346	3	85	2127	0	0								
176	1	294	808	0	356	4	81	2062	1	0								
177	1	281	751	0	375	2	83	2121	0	0								
178	1	297	787	0	350	6	106	1991	1	0								
179	1	286	787	0	363	3	101	2019	2	0								
180	1	277	777	0	402	2	89	2166	0	1								
181	1	343	778	0	355	4	116	2025	0	0								
182	1	330	752	0	342	4	122	2025	0	1								
183	1	285	819	0	314	1	110	2054	1	0								
184	1	303	802	0	338	4	97	2057	0	0								
185	1	300	773	0	366	3	92	2025	0	0								
186	1	304	810	0	395	6	99	1995	0	0								
187	1	289	758	0	347	1	102	2054	0	0								
188	1	284	777	1	389	3	111	1997	0	0								
189	1	275	793	0	353	1	118	2027	1	1								
190	1	313	780	0	385	5	107	2019	0	0								
191	1	311	792	0	357	2	110	2014	0	0								
192	1	315	765	0	362	1	83	2044	1	1								
193	1	301	774	0	351	4	99	2087	1	1								
194	1	315	797	0	400	3	98	2080	3	1								
195	1	281	740	0	350	6	106	2119	2	0								
196	1	300	769	0	344	1	105	2089	0	0								
197	1	292	808	0	356	8	89	1993	1	0								
198	1	230	764	0	386	1	91	2046	1	0								
199	1	293	773	0	350	6	99	2027	0	0								
200	1	299	787	0	358	6	103	2069	0	1								
201	1	273	777	0	350	3	121	2029	0	2								
202	1	289	760	0	379	3	116	2111	2	0								
203	1	312	796	0	334	1	94	2017	0	0								
204	1	272	758	0	358	4	109	2133	0	0								
205	1	285	834	0	350	4	83	2151	0	1								
206	1	290	769	0	376	3	108	2031	0	0								
207	1	291	785	0	372	2	102	2039	0	0								
208	1	295	790	0	335	2	113	2013	0	0								
209	1	268	770	0	365	2	94	2103	0	1								
210	1	303	747	0	329	3	97	1968	0	1								
211	1	273	755	0	355	4	96	2208	1	0								
212	1	285	802	0	376	2	117	2179	0	1								
213	1	265	805	0	390	3	95	2144	1	0								
214	1	292	732	0	371	3	104	2090	1	3								
215	1	273	767	0	323	3	112	2137	0	0								
216	1	296	735	0	406	6	110	2134	0	1								
217	1	269	812	0	401	6	111	2161	1	0								
218	1	236	785	0	378	3	121	2106	0	0								
219	1	266	769	0	357	2	101	2082	0	0								
220	1	278	770	0	338	4	121	2165	1	0								
221	1	283	776	0	345	4	95	2119	0	0								
222	1	254	727	1	352	2	105	2140	1	0								
223	1	305	761	0	350	1	106	2127	1	1								
224	1	280	756	0	398	7	114	2178	0	1								
225	1	277	714	0	391	2	101	2176	1	0								
226	1	237	716	0	374	1	125	2141	0	1								
227	1	260	697	0	364	5	96	2143	0	0								
228	1	275	686	0	385	6	99	2155	1	0								
229	1	269	756	0	387	4	104	2158	0	0								
230	1	297	751	0	337	3	99	2230	2	0								
231	1	276	746	0	380	2	108	2097	1	0								
232	1	246	739	0	392	1	129	2265	1	0								
233	1	283	725	0	342	4	97	2186	0	1								
234	1	223	712	0	355	3	125	2218	0	0								
235	1	234	689	0	363	1	102	2135	2	0								
236	1	246	650	0	382	4	109	2278	2	0								
237	1	251	727	0	396	1	123	2169	0	1								
238	1	243	733	0	396	2	121	2199	1	1								
239	1	248	696	0	392	6	102	2229	1	1								
240	1	261	743	0	361	1	108	2176	1	0								
241	1	229	682	0	376	1	110	2336	0	0								
242	1	259	750	0	374	3	141	2329	0	1								
243	1	235	676	0	387	5	114	2273	2	1								
244	1	226	704	0	407	3	103	2343	0	0								
245	1	253	647	0	357	5	127	2304	1	1								
246	1	235	679	0	405	5	123	2468	1	1								
247	1	243	692	0	419	3	118	2417	0	1								
248	1	232	648	0	416	2	112	2458	0	1								
249	1	216	696	0	440	1	137	2491	0	0								
250	1	222	709	0	429	5	128	2518	0	0								
251	1	244	659	1	402	4	118	2608	1	0								
252	1	249	604	0	429	5	126	2569	0	0								
253	1	193	640	0	457	2	122	2619	0	0								
254	1	231	623	0	489	3	161	2723	2	0								
255	1	194	654	0	457	2	150	2876	2	0								
256	1	208	586	0	439	4	160	2852	1	0								
257	1	210	563	0	439	2	119	2846	3	1								
258	1	206	574	0	481	4	134	2943	1	0								
259	1	189	504	0	445	2	137	2929	0	1								
260	1	151	474	0	448	0	150	2983	1	0								
261	1	148	494	0	477	4	149	3129	0	1								
262	1	146	450	0	434	0	156	3153	1	1								
263	1	119	469	0	435	2	145	3329	1	1								
264	1	130	446	0	435	1	160	3438	0	1								
265	1	96	389	0	391	0	159	3432	1	1								
266	1	63	320	0	392	0	167	3558	1	2								
267	1	70	344	0	361	1	168	3700	1	2								
268	1	39	275	0	319	0	160	3614	1	0								
269	1	47	234	0	300	0	151	3774	1	0								
270	1	26	210	0	277	0	148	3843	0	0								
271	1	15	172	0	252	0	128	3866	0	1								
272	1	10	116	0	224	0	102	3632	1	2								
273	1	9	95	0	177	0	98	3645	2	2								
274	1	4	66	0	164	0	87	3233	4	4								
275	1	2	51	0	159	0	64	2863	3	3								
276	1	3	27	0	139	0	45	2414	3	5								
277	1	3	22	0	133	0	25	1825	2	5								
278	1	0	23	0	95	0	23	1305	1	4								
279	1	3	22	0	81	0	5	888	4	4								
280	1	3	18	0	65	0	5	528	4	1								
281	1	2	20	0	44	0	4	329	3	5								
282	1	3	21	0	26	0	2	179	5	0								
283	1	2	18	0	16	0	3	150	0	0								
284	1	1	19	0	12	0	2	110	1	0								
285	1	0	21	0	7	0	3	94	0	1								
286	1	0	25	0	6	0	2	58	0	0								
287	1	4	25	0	10	0	1	82	0	0								
288	1	2	11	0	5	0	2	65	0	0								
289	1	1	15	0	6	0	1	69	0	0								
290	1	5	19	0	1	0	2	82	0	0								
291	1	1	21	0	5	0	1	65	0	0								
292	1	4	23	0	6	0	3	80	0	0								
293	1	0	16	0	5	0	1	70	0	0								
294	1	4	13	0	10	0	2	75	0	0								
295	1	3	22	0	6	0	1	60	0	0								
296	1	5	22	0	8	0	3	76	0	0								
297	1	6	15	0	8	0	1	73	0	0								
298	1	0	17	0	8	0	0	55	0	0								
299	1	1	16	0	4	0	1	56	0	0								
300	1	1	13	0	5	0	0	50	0	0								
301	0	0	0	0	0	0	0	0	0	0								
SUM	==>	79867	210864	14	100616	883	29259	599244	157	132								
