10000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
114	1	5797780	1073,1	17,7	0	0	0	0	0	0	18406	1245	297	601	3229	7217	13354	0
115	1	5807470	1102,7	14,08	0	0	0	0	0	0	18420	1210	347	619	3228	7265	13459	0
116	1	5818770	1083,29	19,58	0	0	0	0	0	0	18694	1330	312	694	3188	7444	13549	0
117	1	5823240	1091,08	12,76	0	0	0	0	0	0	18672	1247	292	628	3163	7362	13386	0
118	1	5831610	1083,3	25,19	0	0	0	0	0	0	18549	1225	332	623	3273	7424	13627	0
119	1	5837900	1105,05	16,9	0	0	0	0	0	0	18733	1218	336	647	3054	7519	13505	0
120	1	5844790	1127,14	37,24	0	0	0	0	0	0	18794	1243	287	611	3201	7503	13594	0
121	1	5847710	1118,83	14,17	0	0	0	0	0	0	18734	1264	282	649	3156	7701	13234	0
122	1	5851210	1135	16,84	0	0	0	0	0	0	18478	1207	324	608	3112	7692	13319	0
123	1	5860960	1095,16	12,54	0	0	0	0	0	0	18545	1235	309	611	3067	7440	13458	0
124	1	5871270	1104,98	33,4	0	0	0	0	0	0	18551	1217	322	628	3139	7697	13427	0
125	1	5882400	1121,42	48,91	0	0	0	0	0	0	18890	1173	298	642	3155	7619	13587	0
126	1	5889200	1139,46	48,09	0	0	0	0	0	0	18693	1239	311	662	3064	7783	13481	0
127	1	5900000	1150,53	40,01	0	0	0	0	0	0	18640	1164	309	627	3170	7895	13510	0
128	1	5904740	1139,23	41,4	0	0	0	0	0	0	18722	1223	288	639	3025	8093	13221	0
129	1	5911470	1149,6	21,31	0	0	0	0	0	0	18726	1206	280	592	3001	7944	13402	0
130	1	5922170	1137,7	38,59	0	0	0	0	0	0	18654	1166	299	617	2969	7899	13262	0
131	1	5932630	1152,99	46,33	0	0	0	0	0	0	18609	1182	313	614	3064	8042	13323	0
132	1	5946700	1144,71	26,98	0	0	0	0	0	0	18950	1277	308	642	3178	7977	13704	0
133	1	5955010	1191,41	37,17	0	0	0	0	0	0	19005	1240	287	615	3041	8048	13530	0
134	1	5963830	1170,05	68,61	0	0	0	0	0	0	18888	1274	258	628	3219	8127	13603	0
135	1	5972510	1155,51	4,811	0	0	0	0	0	0	19100	1218	307	627	3113	8135	13566	0
136	1	5981740	1192,06	37,22	0	0	0	0	0	0	19376	1217	300	600	3155	8122	13403	0
137	1	5987510	1179,65	10,36	0	0	0	0	0	0	19081	1241	312	637	3155	8031	13378	0
138	1	5996610	1150,61	74,77	0	0	0	0	0	0	19288	1183	295	611	3057	8107	13490	0
139	1	6006250	1175,6	36,72	0	0	0	0	0	0	19270	1212	320	639	3212	8209	13600	0
140	1	6013490	1172,45	7,56	0	0	0	0	0	0	19376	1255	292	658	3240	8171	13504	0
141	1	6021010	1183,2	29,71	0	0	0	0	0	0	19476	1213	280	617	3219	8329	13521	0
142	1	6025370	1209,75	20,12	0	0	0	0	0	0	19109	1221	297	655	3130	8339	13565	0
143	1	6031190	1176,79	43,02	0	0	0	0	0	0	19265	1236	289	603	3075	8192	13535	0
144	1	6043920	1214,42	0,8306	0	0	0	0	0	0	19619	1214	279	633	3120	8464	13657	0
145	1	6047060	1229,52	8,705	0	0	0	0	0	0	19577	1218	290	616	3079	8516	13507	0
146	1	6054100	1236,44	39,67	0	0	0	0	0	0	19556	1218	273	613	3198	8585	13644	0
147	1	6063350	1214,02	57,96	0	0	0	0	0	0	19436	1226	303	677	3227	8537	13886	0
148	1	6068030	1238,01	46,04	0	0	0	0	0	0	19373	1279	305	644	3091	8554	13627	0
149	1	6080740	1215,23	34,64	0	0	0	0	0	0	19741	1205	280	645	3157	8680	13520	0
150	1	6082860	1252,22	8,145	0	0	0	0	0	0	19695	1193	285	619	3139	8650	13515	0
151	1	6097880	1259,89	9,633	0	0	0	0	0	0	19635	1262	268	661	3117	8667	13526	0
152	1	6112420	1244,14	35,85	0	0	0	0	0	0	19820	1218	292	633	3118	8861	13713	0
153	1	6127440	1249,11	12,05	0	0	0	0	0	0	19794	1169	271	667	3178	8857	13549	0
154	1	6149630	1264,98	19,95	0	0	0	0	0	0	19714	1252	287	612	3192	8880	13867	0
155	1	6172230	1255,48	42,81	0	0	0	0	0	0	19936	1171	307	602	3129	8990	13518	0
156	1	6195000	1293,47	45,88	0	0	0	0	0	0	19974	1236	280	660	3168	9082	13535	0
157	1	6213280	1307,35	63,96	0	0	0	0	0	0	19732	1255	293	615	3099	9137	13523	0
158	1	6230110	1289,73	12,33	0	0	0	0	0	0	19643	1195	320	608	3043	9120	13582	0
159	1	6246240	1300,98	19,58	0	0	0	0	0	0	20121	1165	297	619	3162	9251	13584	0
160	1	6259960	1313,71	10,39	0	0	0	0	0	0	19744	1194	271	632	3214	9342	13610	0
161	1	6273570	1317,26	5,676	0	0	0	0	0	0	19947	1186	335	597	3104	9335	13455	0
162	1	6287150	1325,7	11,35	0	0	0	0	0	0	20261	1228	307	582	3127	9466	13578	0
163	1	6298170	1341,07	5,789	0	0	0	0	0	0	20116	1146	306	603	3148	9425	13644	0
164	1	6311030	1345,14	0	0	0	0	0	0	0	20023	1165	274	631	3241	9570	13480	0
165	1	6322160	1341,1	22,01	0	0	0	0	0	0	20083	1202	304	627	3127	9662	13768	0
166	1	6335330	1376,02	9,375	0	0	0	0	0	0	20208	1209	293	616	3127	9706	13649	0
167	1	6347430	1345,38	33,73	0	0	0	0	0	0	20129	1217	289	621	3197	9531	13803	0
168	1	6358570	1371,14	9,826	0	0	0	0	0	0	20161	1196	274	582	2940	10001	13415	0
169	1	6369900	1382,34	16,77	0	0	0	0	0	0	20326	1181	288	572	3083	9882	13595	0
170	1	6384420	1403,26	29,66	0	0	0	0	0	0	20365	1181	278	604	3045	10041	13646	0
171	1	6396930	1399,59	23,98	0	0	0	0	0	0	20239	1173	306	587	3137	10153	13479	0
172	1	6407190	1408,03	4,584	0	0	0	0	0	0	20378	1184	281	609	3070	10044	13461	0
173	1	6417070	1401,3	30,97	0	0	0	0	0	0	19794	1151	281	623	3040	10122	13408	0
174	1	6437570	1416,96	46,01	0	0	0	0	0	0	20393	1146	266	593	3231	10292	13649	0
175	1	6447200	1451,77	29,77	0	0	0	0	0	0	20452	1152	282	601	3054	10224	13507	0
176	1	6462290	1416,56	27,87	0	0	0	0	0	0	20347	1118	290	564	3108	10240	13545	0
177	1	6477140	1433,5	50,49	0	0	0	0	0	0	20497	1095	283	565	3031	10400	13522	0
178	1	6492380	1462,91	15,4	0	0	0	0	0	0	20556	1262	257	573	3007	10742	13279	0
179	1	6507160	1479,32	7,272	0	0	0	0	0	0	20566	1170	273	584	3136	10746	13651	0
180	1	6519920	1483,76	12,15	0	0	0	0	0	0	20430	1208	260	578	3062	10693	13577	0
181	1	6534550	1503,44	34,44	0	0	0	0	0	0	20403	1115	291	575	3192	10708	13383	0
182	1	6550740	1524,27	37,35	0	0	0	0	0	0	20517	1232	252	550	3143	10968	13502	0
183	1	6567220	1501,98	25,47	0	0	0	0	0	0	20608	1140	278	581	3037	10907	13491	0
184	1	6583340	1483,05	66,91	0	0	0	0	0	0	20518	1158	276	618	3132	10950	13573	0
185	1	6599960	1543,28	12,52	0	0	0	0	0	0	20939	1135	272	573	3027	11188	13461	0
186	1	6613350	1530,56	0,1717	0	0	0	0	0	0	20919	1138	276	605	3109	11141	13485	0
187	1	6626120	1536,33	42,83	0	0	0	0	0	0	20748	1219	237	545	2917	11310	13339	0
188	1	6645190	1550,92	7,01	0	0	0	0	0	0	20818	1138	269	609	3133	11270	13451	0
189	1	6659910	1553,5	20,12	0	0	0	0	0	0	20592	1147	277	562	3095	11418	13435	0
190	1	6683030	1570,99	19,06	0	0	0	0	0	0	20886	1145	265	611	3103	11487	13750	0
191	1	6703250	1563,83	22,88	0	0	0	0	0	0	21240	1101	282	625	3162	11524	13578	0
192	1	6713630	1571,79	56,58	0	0	0	0	0	0	21081	1174	258	621	3020	11628	13433	0
193	1	6730790	1579,86	18,53	0	0	0	0	0	0	21089	1204	258	599	3069	11687	13834	0
194	1	6748170	1595,81	24,88	0	0	0	0	0	0	21200	1101	262	551	3133	11670	13552	0
195	1	6764550	1603,22	0,9224	0	0	0	0	0	0	21012	1155	228	581	3072	11921	13427	0
196	1	6780970	1591,14	13,43	0	0	0	0	0	0	21098	1137	256	591	3143	11871	13347	0
197	1	6796620	1598,58	25,49	0	0	0	0	0	0	20914	1074	247	617	3147	12039	13497	0
198	1	6815070	1634,77	25,24	0	0	0	0	0	0	21206	999	236	562	3070	12225	13422	0
199	1	6834800	1679,05	26,98	0	0	0	0	0	0	21505	1071	239	569	3169	12383	13631	0
200	1	6850920	1707,16	39,36	0	0	0	0	0	0	21269	1094	257	579	3156	12443	13478	0
201	1	6867720	1620,22	39,61	0	0	0	0	0	0	21318	1099	261	582	3104	12139	13551	0
202	1	6887580	1720,96	35,11	0	0	0	0	0	0	21572	1111	245	561	2983	12736	13515	0
203	1	6905050	1695,48	14,31	0	0	0	0	0	0	21570	1115	214	553	3085	12549	13495	0
204	1	6924130	1692,16	20,54	0	0	0	0	0	0	21303	1130	244	570	3026	12778	13591	0
205	1	6947630	1734,45	27,22	0	0	0	0	0	0	21551	1140	257	528	3103	12861	13561	0
206	1	6970480	1749,87	48,1	0	0	0	0	0	0	21616	1077	276	543	3057	13093	13313	0
207	1	6996510	1713,69	0,5272	0	0	0	0	0	0	21539	1119	263	562	3066	12915	13588	0
208	1	7024000	1728,59	24,35	0	0	0	0	0	0	21750	1042	265	557	3152	13048	13580	0
209	1	7054060	1726,04	28,76	0	0	0	0	0	0	21618	1157	210	574	3029	13146	13525	0
210	1	7082260	1808,49	56,08	0	0	0	0	0	0	21860	1069	237	552	2949	13585	13497	0
211	1	7115980	1810,05	8,188	0	0	0	0	0	0	21614	1050	238	534	3171	13381	13688	0
212	1	7150020	1867,62	33,67	0	0	0	0	0	0	22000	1120	257	581	3247	13819	13851	0
213	1	7176790	1809,69	18,86	0	0	0	0	0	0	22054	1137	256	528	3084	13725	13653	0
214	1	7204960	1868,36	45,64	0	0	0	0	0	0	22227	1016	238	568	3131	14038	13632	0
215	1	7232580	1818,46	19,76	0	0	0	0	0	0	22419	1058	242	551	3208	13801	13663	0
216	1	7261650	1900,25	33,13	0	0	0	0	0	0	22164	1146	237	585	3087	14174	13803	0
217	1	7293300	1907,45	6,117	0	0	0	0	0	0	22453	1130	244	614	3076	14404	13896	0
218	1	7324340	1893,58	29,68	0	0	0	0	0	0	22531	1109	241	591	3207	14451	13865	0
219	1	7353680	1934,54	36,75	0	0	0	0	0	0	22182	1057	234	486	3106	14548	13663	0
220	1	7387050	1940,42	18,55	1	13,61	0	0	0	0	22164	1020	236	530	3108	14736	13679	0
221	1	7424570	1954,63	49,65	0	0	0	0	0	0	22208	1070	242	542	3152	14863	13667	0
222	1	7457560	1982,18	22,69	0	0	0	0	0	0	22339	1063	224	528	3043	15133	13681	0
223	1	7494530	1947,71	10,73	0	0	0	0	0	0	22353	1106	234	532	3190	15198	13799	0
224	1	7525890	2007,59	46,06	0	0	0	0	0	0	22632	1108	230	563	3152	15297	13940	0
225	1	7555180	2010,4	23,1	0	0	0	0	0	0	22459	1095	237	529	3058	15380	13738	0
226	1	7586620	2056,58	24,53	0	0	0	0	0	0	22566	1059	224	521	3049	15843	13656	0
227	1	7622100	2106,57	21,98	0	0	0	0	0	0	22789	1096	200	472	3042	16077	13569	0
228	1	7661130	2094,61	26,59	0	0	0	0	0	0	22909	1109	253	517	3049	16125	13996	0
229	1	7703770	2150,09	0,03832	0	0	0	0	0	0	22857	1049	205	527	3096	16386	13894	0
230	1	7752000	2158,99	15,55	0	0	0	0	0	0	23018	1085	211	498	3116	16494	14014	0
231	1	7795770	2140,58	53,11	0	0	0	0	0	0	23050	1033	205	472	2974	16635	13634	0
232	1	7847210	2215,64	21,06	0	0	0	0	0	0	23157	1027	215	557	3129	17036	14003	0
233	1	7900520	2203,69	20,59	0	0	0	0	0	0	23302	1061	243	540	3309	17227	14166	0
234	1	7949600	2227,36	26,16	0	0	0	0	0	0	23139	1075	232	521	3111	17363	13901	0
235	1	8004410	2262,84	25,93	0	0	0	0	0	0	23372	1092	207	504	3074	17603	13904	0
236	1	8058820	2319,11	31,48	0	0	0	0	0	0	23276	1072	216	526	3075	17744	13964	0
237	1	8120540	2308,86	21,28	0	0	0	0	0	0	23101	1072	195	521	3132	17924	14092	0
238	1	8182370	2335,76	24,75	0	0	0	0	0	0	23405	1077	223	497	3067	18174	14165	0
239	1	8249760	2380,73	39,67	0	0	0	0	0	0	23077	1050	207	515	3183	18539	14084	0
240	1	8319490	2389,94	7,621	0	0	0	0	0	0	23845	1117	237	485	3230	18830	14045	0
241	1	8387250	2408,4	39,07	0	0	0	0	0	0	23448	1045	197	505	3128	18892	14088	0
242	1	8462480	2419,68	9,187	0	0	0	0	0	0	23525	1078	229	536	3216	18750	14302	0
243	1	8541130	2433,6	43,82	0	0	0	0	0	0	23728	1055	202	489	3072	19131	14344	0
244	1	8625360	2444,13	17,82	0	0	0	0	0	0	24076	1066	188	480	3122	19251	14442	0
245	1	8711420	2469,73	27,24	0	0	0	0	0	0	24064	1067	229	499	3194	19259	14536	0
246	1	8801670	2540,47	37,83	0	0	0	0	0	0	24100	1133	169	503	3160	19735	14827	0
247	1	8898660	2585,38	31,65	0	0	0	0	0	0	24204	1097	209	501	3376	20003	14880	0
248	1	9000010	2573,31	64,48	0	0	0	0	0	0	24770	1122	193	457	3274	20094	14949	0
249	1	9101710	2620,68	23,01	0	0	0	0	0	0	24854	1086	182	492	3173	20449	15057	0
250	1	9216470	2611,17	19,71	0	0	0	0	0	0	24543	1053	198	520	3307	20571	15132	0
251	1	9336690	2686,2	44,7	0	0	0	0	0	0	24864	1167	194	481	3287	20868	15348	0
252	1	9462860	2669,71	63,96	0	0	0	0	0	0	25201	1142	212	517	3333	21003	15442	0
253	1	9596290	2714,89	21,09	0	0	0	0	0	0	25347	1179	190	513	3219	21426	15523	0
254	1	9739270	2804,4	38,32	0	0	0	0	0	0	25731	1162	213	513	3372	21999	15819	0
255	1	9892840	2851,16	33,06	0	0	0	0	0	0	26335	1193	197	495	3493	22382	16176	0
256	1	10047600	2841,86	38,66	0	0	0	0	0	0	26261	1123	226	474	3332	22260	16068	0
257	1	10219700	2901,79	38,67	0	0	0	0	0	0	26618	1164	206	457	3432	22922	16190	0
258	1	10405600	2985,38	26,61	0	0	0	0	0	0	26946	1200	231	508	3382	23526	16482	0
259	1	10604200	3023,94	45,55	0	0	0	0	0	0	27302	1136	213	446	3516	23832	16641	0
260	1	10820200	3057,92	15,15	0	0	0	0	0	0	27881	1174	201	493	3440	24386	16739	0
261	1	11056400	3136,4	16,81	0	0	0	0	0	0	28340	1134	203	484	3540	24595	17084	0
262	1	11318300	3250,07	42,9	0	0	0	0	0	0	29566	1239	212	444	3660	25350	17397	0
263	1	11600400	3216,17	77,53	0	0	0	0	0	0	30517	1160	209	428	3731	25348	17746	0
264	1	11918700	3310,52	29,3	0	0	0	0	0	0	31952	1255	247	422	3717	25975	18260	0
265	1	12270800	3315,56	19,88	0	0	0	0	0	0	33477	1215	203	431	3770	26220	18467	0
266	1	12675900	3343,97	23,78	0	0	0	0	0	0	36148	1279	217	409	3943	26472	18947	0
267	1	13130700	3381,85	69,27	0	0	0	0	0	0	39151	1220	238	406	3977	26664	19396	0
268	1	13654900	3467,1	70,18	0	0	0	0	0	0	44211	1164	222	343	4032	27024	19957	0
269	1	14269900	3487,17	72,04	0	0	0	0	0	0	52115	1245	235	373	4154	27207	20786	0
270	1	14993100	3493,65	90,05	0	0	0	0	0	0	64508	1317	200	365	4276	27125	22002	0
271	1	15848000	3478,25	72,53	0	0	0	0	0	0	86036	1256	189	325	4198	27086	23472	0
272	1	16850500	3421,66	97,93	0	0	0	0	0	0	122461	1202	176	288	3995	26868	25050	0
273	1	18005600	3342,32	80,92	0	0	0	0	0	0	183862	1224	154	246	3912	26218	28478	0
274	1	19226700	3254,33	206,2	0	0	0	0	0	0	279708	1178	109	216	3654	25397	32415	0
275	1	20339700	3025,35	202,1	0	0	0	0	0	0	418678	1017	106	160	3219	23509	37537	0
276	1	21024500	2772,29	294,7	0	0	0	0	0	0	590031	874	72	127	2662	21479	43293	0
