10000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
26	1	4971610	768,113	33,07	0	0	0	0	0	0	12770	1217	324	644	2848	4582	12377	0
27	1	4987620	785,932	7,461	0	0	0	0	0	0	12861	1302	312	705	2931	4812	12361	0
28	1	4997150	779,115	19,78	1	11,37	0	0	0	0	12993	1252	311	615	2983	4652	12463	0
29	1	5008930	816,023	31,29	0	0	0	0	0	0	12948	1270	309	687	2965	4823	12405	0
30	1	5025540	787,169	6,398	0	0	0	0	0	0	13359	1277	344	702	2968	4832	12604	0
31	1	5037510	783,448	23,11	0	0	0	0	0	0	13498	1275	339	649	3064	4828	12490	0
32	1	5048340	780,631	0,5744	0	0	0	0	0	0	13494	1278	329	671	3044	4872	12593	0
33	1	5057580	817,104	23,81	0	0	0	0	0	0	13469	1260	339	656	2910	5003	12410	0
34	1	5070500	788,797	63,68	3	27,01	0	0	0	0	13539	1257	294	648	3042	4877	12553	0
35	1	5078850	829,546	11,89	1	4,844	0	0	0	0	13673	1295	339	654	2878	5024	12430	0
36	1	5094510	820,38	26,31	1	28,86	0	0	0	0	13811	1233	310	678	3033	5047	12623	0
37	1	5103330	777,458	28,69	0	0	0	0	0	0	14053	1277	288	666	3064	4902	12720	0
38	1	5114090	833,235	28,7	0	0	0	0	0	0	14122	1300	303	626	3070	5156	12798	0
39	1	5126530	835,785	26,35	0	0	0	0	0	0	14365	1274	328	665	3021	5124	12808	0
40	1	5133970	822,956	6,647	0	0	0	0	0	0	14194	1280	318	634	3039	5101	12523	0
41	1	5144110	835,449	39,17	1	13,65	0	0	0	0	14271	1305	306	619	2968	5222	12738	0
42	1	5154860	817,876	27,48	0	0	0	0	0	0	14390	1189	334	626	2972	5133	12535	0
43	1	5166640	821,642	0	1	12,06	0	0	0	0	14150	1242	293	678	3136	5140	12850	0
44	1	5180480	833,997	15,67	1	8,27	0	0	0	0	14560	1296	312	658	3143	5183	12819	0
45	1	5191200	835,746	22,56	1	10,29	0	0	0	0	14951	1289	302	684	3042	5258	12890	0
46	1	5196410	843,729	28,52	0	0	0	0	0	0	14721	1311	345	673	2997	5158	12698	0
47	1	5207940	870,182	11,3	1	4,584	0	0	0	0	14825	1249	320	647	3083	5458	12804	0
48	1	5217760	896,815	16,73	0	0	0	0	0	0	14885	1229	295	672	2941	5332	12837	0
49	1	5227330	865,317	20,71	0	0	0	0	0	0	14938	1274	334	592	3036	5274	12972	0
50	1	5238860	865,638	15,22	0	0	0	0	0	0	14869	1299	297	697	2948	5421	12676	0
51	1	5251900	844,71	19,41	1	2,863	0	0	0	0	15158	1294	318	674	3097	5345	12907	0
52	1	5259550	861,278	16,11	1	11,67	0	0	0	0	15246	1289	267	641	3140	5366	13038	0
53	1	5271530	866,364	15,83	0	0	0	0	0	0	15245	1281	301	730	3123	5466	13066	0
54	1	5278680	854,008	16,01	0	0	0	0	0	0	15260	1279	291	661	3209	5465	13044	0
55	1	5289160	874,977	33,06	0	0	0	0	0	0	15259	1294	330	660	3073	5451	12875	0
56	1	5299000	865,392	9,708	0	0	0	0	0	0	15431	1268	323	645	3160	5583	13156	0
57	1	5312870	871,636	10,69	1	2,135	0	0	0	0	15766	1269	348	655	3197	5475	13275	0
58	1	5316820	877,471	19,99	0	0	0	0	0	0	15639	1227	314	657	2968	5505	12902	0
59	1	5330090	888,389	0	0	0	0	0	0	0	15779	1308	331	632	3023	5515	13086	0
60	1	5335970	909,986	10,95	0	0	0	0	0	0	15693	1218	310	665	3092	5740	13031	0
61	1	5345900	924,763	17,9	0	0	0	0	0	0	15870	1283	342	638	3007	5844	13073	0
62	1	5358710	894,714	36,96	0	0	0	0	0	0	15895	1306	309	662	3204	5611	13214	0
63	1	5368000	907,33	3,16	0	0	0	0	0	0	15960	1260	341	714	3099	5682	13208	0
64	1	5377980	914,227	12	0	0	0	0	0	0	16192	1264	372	642	3040	5762	13288	0
65	1	5386430	907,577	29,5	0	0	0	0	0	0	16218	1244	362	689	2974	5776	13187	0
66	1	5397080	933,307	6,36	1	11,2	0	0	0	0	16334	1322	299	696	3110	5894	13229	0
67	1	5400050	889,492	19,73	0	0	0	0	0	0	16317	1279	308	650	3083	5776	12969	0
68	1	5407930	931,702	41,67	0	0	0	0	0	0	16145	1281	291	654	3040	5942	13146	0
69	1	5419730	936,652	13,37	0	0	0	0	0	0	16343	1269	333	659	3079	6027	13244	0
70	1	5428860	910,08	29,93	0	0	0	0	0	0	16364	1315	313	691	3110	5944	13164	0
71	1	5436630	910,243	32,53	0	0	0	0	0	0	16345	1276	311	648	3159	5855	13169	0
72	1	5446310	942,024	7,869	0	0	0	0	0	0	16598	1226	330	601	3191	6053	13230	0
73	1	5453680	941,414	26,72	0	0	0	0	0	0	16640	1221	314	683	3166	6019	13233	0
74	1	5461850	951,642	22,83	0	0	0	0	0	0	16024	1311	308	673	3117	5953	13031	0
75	1	5470790	921,3	23,05	0	0	0	0	0	0	16738	1220	304	638	3041	6022	13161	0
76	1	5483040	926,871	51,02	0	0	0	0	0	0	16770	1249	343	670	3160	6130	13097	0
77	1	5490170	941,78	24,66	0	0	0	0	0	0	16874	1355	290	667	3192	6103	13281	0
78	1	5495610	971,171	17,59	0	0	0	0	0	0	16802	1246	332	731	3106	6293	13243	0
79	1	5505600	951,168	0	0	0	0	0	0	0	16616	1304	349	700	3143	6097	13387	0
80	1	5511800	943,923	27,22	0	0	0	0	0	0	16629	1253	304	624	3028	6210	13161	0
81	1	5527390	947,951	9,86	0	0	0	0	0	0	17160	1351	304	625	3108	6227	13460	0
82	1	5538370	963,447	41,7	0	0	0	0	0	0	17325	1233	358	658	3251	6211	13498	0
83	1	5542450	983,034	32,97	0	0	0	0	0	0	16940	1304	298	638	3116	6460	13323	0
84	1	5554220	956,786	13,31	0	0	0	0	0	0	17011	1282	301	640	3086	6356	13404	0
85	1	5562360	984,535	23,88	0	0	0	0	0	0	17239	1300	330	630	3158	6389	13422	0
86	1	5571440	992,602	45,23	0	0	0	0	0	0	17440	1301	309	634	3146	6441	13262	0
87	1	5578120	985,695	37,98	0	0	0	0	0	0	17382	1289	334	585	3008	6331	13310	0
88	1	5587880	969,532	0,3525	0	0	0	0	0	0	17365	1312	286	611	3192	6409	13502	0
89	1	5595990	1010,59	44,38	0	0	0	0	0	0	17529	1278	290	665	3104	6490	13453	0
90	1	5606040	972,903	23,93	0	0	0	0	0	0	17524	1287	300	665	3135	6450	13430	0
91	1	5613990	974,241	70,61	0	0	0	0	0	0	17580	1257	353	639	3290	6559	13490	0
92	1	5621940	994,09	15,51	0	0	0	0	0	0	17557	1302	296	681	3183	6601	13414	0
93	1	5630070	972,823	39,42	0	0	0	0	0	0	17929	1320	293	661	3153	6651	13362	0
94	1	5636450	996,252	26,21	1	1,758	0	0	0	0	17589	1289	354	650	3180	6543	13587	0
95	1	5644320	987,216	5,802	0	0	0	0	0	0	17576	1238	318	683	3076	6496	13358	0
96	1	5656160	1022,94	35,13	0	0	0	0	0	0	17768	1286	350	650	3114	6587	13532	0
97	1	5666170	1021,22	19,72	0	0	0	0	0	0	17874	1236	353	679	3170	6688	13626	0
98	1	5671090	1013,33	42,1	0	0	0	0	0	0	17831	1293	322	615	2991	6837	13454	0
99	1	5681760	1013,9	34,89	0	0	0	0	0	0	18078	1255	310	638	3185	6650	13584	0
100	1	5687080	1045,55	16,78	0	0	0	0	0	0	17838	1186	327	663	2991	6762	13442	0
101	1	5698780	1014,8	50,54	0	0	0	0	0	0	18290	1294	324	660	3197	6729	13596	0
102	1	5701620	1028,62	2,98	0	0	0	0	0	0	17920	1244	308	659	3092	6752	13392	0
103	1	5708940	1015,43	37,93	0	0	0	0	0	0	18108	1198	335	623	3075	6781	13388	0
104	1	5720050	1028,31	29,09	0	0	0	0	0	0	17951	1245	324	643	3118	6910	13354	0
105	1	5728790	1015,72	21,8	0	0	0	0	0	0	18087	1254	309	647	3155	6791	13582	0
106	1	5734430	1049,23	18,65	0	0	0	0	0	0	18036	1228	333	647	3143	6972	13397	0
107	1	5740460	1031,21	47,85	0	0	0	0	0	0	17936	1188	330	611	3064	6967	13257	0
108	1	5750440	1008,08	20,77	0	0	0	0	0	0	17964	1213	319	630	3172	6816	13303	0
109	1	5758550	1064,94	52,1	0	0	0	0	0	0	18076	1219	309	648	3133	7043	13604	0
110	1	5769560	1057,1	8,83	0	0	0	0	0	0	18239	1266	296	695	3104	6975	13476	0
111	1	5776190	1035,99	18,59	0	0	0	0	0	0	18449	1268	264	616	3008	7042	13519	0
112	1	5786010	1057,72	39,27	0	0	0	0	0	0	18333	1346	332	667	3246	7100	13405	0
113	1	5786750	1105,25	28,88	0	0	0	0	0	0	18158	1156	326	634	3104	7363	13204	0
114	1	5798600	1072,26	18,5	0	0	0	0	0	0	18332	1237	296	669	3220	7267	13327	0
115	1	5808080	1083,36	26,77	0	0	0	0	0	0	18509	1249	328	649	3164	7327	13412	0
116	1	5813410	1079,54	26,56	0	0	0	0	0	0	18508	1270	287	693	3056	7301	13535	0
117	1	5820840	1085,09	24,19	0	0	0	0	0	0	18512	1225	320	651	3062	7402	13381	0
118	1	5825920	1100,55	24,06	0	0	0	0	0	0	18392	1242	282	674	3099	7352	13500	0
119	1	5833020	1092,47	24,97	0	0	0	0	0	0	18444	1266	305	626	3158	7492	13321	0
120	1	5836740	1074,9	3,901	0	0	0	0	0	0	18417	1261	288	620	2976	7393	13299	0
121	1	5847920	1120,8	30	0	0	0	0	0	0	18314	1204	321	687	3170	7634	13495	0
122	1	5858870	1139,19	0	0	0	0	0	0	0	18669	1245	296	665	3157	7693	13540	0
123	1	5864520	1117,55	26,88	0	0	0	0	0	0	18493	1256	317	637	3053	7461	13439	0
124	1	5872430	1090,98	23,14	0	0	0	0	0	0	18738	1276	295	590	3149	7545	13458	0
125	1	5879180	1114,12	22,5	0	0	0	0	0	0	18531	1193	315	607	3126	7603	13204	0
126	1	5890360	1141,78	24,15	0	0	0	0	0	0	18755	1215	327	584	3160	7764	13641	0
127	1	5897370	1120,5	0	0	0	0	0	0	0	18416	1227	274	603	2993	7701	13142	0
128	1	5911080	1120,07	16,11	0	0	0	0	0	0	19065	1215	273	639	3100	7809	13464	0
129	1	5919920	1126,25	36,04	0	0	0	0	0	0	18688	1270	283	629	3047	7773	13362	0
130	1	5928500	1140,52	10,08	0	0	0	0	0	0	19056	1262	320	650	3159	7966	13560	0
131	1	5930140	1145,5	16,48	0	0	0	0	0	0	18630	1198	299	580	3018	7936	13165	0
132	1	5942210	1167,22	0,9701	0	0	0	0	0	0	18673	1159	295	653	2990	7888	13394	0
133	1	5952020	1135,88	32,51	0	0	0	0	0	0	19014	1286	326	640	3046	7942	13564	0
134	1	5963900	1135,21	18,84	0	0	0	0	0	0	18940	1206	310	647	3214	7902	13498	0
135	1	5973730	1167,57	14,86	0	0	0	0	0	0	19264	1208	308	660	3128	7964	13469	0
136	1	5976690	1190,43	28,43	0	0	0	0	0	0	18963	1183	290	572	3045	8071	13451	0
137	1	5983730	1161,7	35,72	0	0	0	0	0	0	19156	1210	322	595	2959	7924	13316	0
138	1	5994640	1187,41	18,59	0	0	0	0	0	0	19002	1284	311	634	3109	8162	13529	0
139	1	5999840	1181,95	28,54	0	0	0	0	0	0	18823	1150	349	622	2995	8337	13252	0
140	1	6010680	1188,01	58,5	0	0	0	0	0	0	19148	1165	319	610	3090	8224	13414	0
141	1	6016680	1202,44	13,42	0	0	0	0	0	0	19253	1248	278	627	2989	8308	13410	0
142	1	6024720	1201,11	19,47	0	0	0	0	0	0	19117	1264	276	613	3008	8368	13389	0
143	1	6034370	1210,65	29,62	0	0	0	0	0	0	19563	1140	326	611	3210	8375	13527	0
144	1	6037390	1211,16	11,63	0	0	0	0	0	0	19182	1215	309	576	3000	8389	13574	0
145	1	6047430	1241,1	18,32	0	0	0	0	0	0	19297	1291	282	645	3043	8540	13609	0
146	1	6059860	1225,38	1,772	0	0	0	0	0	0	19642	1237	305	621	3312	8555	13701	0
147	1	6063430	1231,47	37,65	0	0	0	0	0	0	19612	1153	313	590	3051	8588	13457	0
148	1	6068830	1235,99	13,18	0	0	0	0	0	0	19583	1220	273	642	3043	8495	13593	0
149	1	6077020	1259,85	8,514	0	0	0	0	0	0	19415	1219	288	679	3145	8638	13682	0
150	1	6086280	1245,26	32,13	0	0	0	0	0	0	19642	1222	326	591	3153	8674	13514	0
151	1	6099150	1223,83	73,3	0	0	0	0	0	0	19713	1211	297	651	3204	8610	13662	0
152	1	6109840	1255,49	11,73	0	0	0	0	0	0	19566	1263	305	670	3134	8879	13505	0
153	1	6129920	1262,69	36,31	0	0	0	0	0	0	19717	1220	269	613	3227	8961	13589	0
154	1	6150090	1252,64	28,47	0	0	0	0	0	0	19758	1194	307	647	3212	8892	13612	0
155	1	6172890	1263,16	34,1	0	0	0	0	0	0	19878	1195	277	633	3157	8912	13502	0
156	1	6195250	1266,09	39,79	0	0	0	0	0	0	19745	1253	315	658	3156	8886	13569	0
157	1	6213310	1276,29	13,7	0	0	0	0	0	0	19817	1248	282	609	3109	9106	13439	0
158	1	6232660	1325,03	8,984	0	0	0	0	0	0	19820	1229	286	614	3134	9274	13602	0
159	1	6247500	1305,45	27,65	0	0	0	0	0	0	19811	1220	307	582	3244	9200	13473	0
160	1	6260780	1285,22	24,26	0	0	0	0	0	0	19987	1194	264	652	3062	9149	13576	0
161	1	6271140	1318,36	34,69	0	0	0	0	0	0	19682	1153	296	588	3157	9412	13496	0
162	1	6286760	1318,22	40,86	0	0	0	0	0	0	19962	1208	293	571	3111	9354	13520	0
163	1	6301360	1321,53	52,06	0	0	0	0	0	0	20003	1188	306	630	3059	9279	13762	0
164	1	6315140	1343,76	8,051	0	0	0	0	0	0	20012	1163	292	632	3235	9459	13817	0
165	1	6326290	1349,69	21,04	0	0	0	0	0	0	20257	1146	325	582	3138	9771	13507	0
166	1	6337470	1400,32	28,35	0	0	0	0	0	0	20273	1188	278	615	3070	9848	13590	0
167	1	6348860	1364,17	34,61	0	0	0	0	0	0	20270	1192	253	607	3139	9727	13486	0
168	1	6358020	1380,69	39,79	0	0	0	0	0	0	20202	1144	262	630	3059	9647	13547	0
169	1	6373370	1386,82	29,94	0	0	0	0	0	0	20088	1201	291	581	3183	9880	13467	0
170	1	6384730	1401,26	28,84	0	0	0	0	0	0	20218	1123	286	591	3075	10065	13449	0
171	1	6399090	1377,04	0,9954	0	0	0	0	0	0	20288	1115	325	572	3098	9916	13611	0
172	1	6411620	1419,94	21,21	0	0	0	0	0	0	20175	1139	300	632	3056	10159	13425	0
173	1	6423320	1443,41	27,5	0	0	0	0	0	0	20432	1143	251	614	3068	10240	13469	0
174	1	6436590	1426,57	15,52	0	0	0	0	0	0	20175	1080	287	626	3089	10306	13347	0
175	1	6448900	1429,02	33,79	0	0	0	0	0	0	20256	1074	288	609	3094	10383	13472	0
176	1	6462590	1463,89	17,79	0	0	0	0	0	0	20431	1185	278	566	3140	10656	13580	0
177	1	6482030	1430,96	24,88	0	0	0	0	0	0	20389	1176	273	640	3243	10430	13524	0
178	1	6494160	1426,8	28,11	0	0	0	0	0	0	20316	1199	295	582	3045	10467	13419	0
179	1	6512050	1453,11	36,81	0	0	0	0	0	0	20590	1191	290	586	3131	10546	13648	0
180	1	6525330	1479,74	32,24	0	0	0	0	0	0	20565	1189	296	611	3142	10753	13480	0
181	1	6542320	1472,36	40,15	0	0	0	0	0	0	20782	1189	270	633	3174	10777	13506	0
182	1	6551010	1502	14,32	0	0	0	0	0	0	20516	1120	264	604	3121	10859	13579	0
183	1	6570560	1494,49	13,33	0	0	0	0	0	0	20879	1168	266	597	3110	11005	13695	0
184	1	6584110	1521,21	27,76	0	0	0	0	0	0	20670	1174	282	573	3178	11175	13555	0
185	1	6598720	1518,2	26,78	0	0	0	0	0	0	20869	1078	279	609	3024	11108	13479	0
186	1	6615570	1565,79	13,44	0	0	0	0	0	0	20710	1147	266	579	3059	11197	13648	0
187	1	6633500	1556,42	45,16	0	0	0	0	0	0	20966	1198	241	628	3059	11349	13682	0
188	1	6646320	1536,62	35,59	0	0	0	0	0	0	20806	1163	263	602	3088	11197	13470	0
189	1	6661470	1552,55	27,04	0	0	0	0	0	0	20902	1126	253	569	3009	11308	13576	0
190	1	6679780	1574,09	20,81	0	0	0	0	0	0	20782	1120	271	583	2915	11467	13592	0
191	1	6701020	1594,61	14,88	0	0	0	0	0	0	21193	1183	299	602	3111	11617	13452	0
192	1	6716280	1599,14	34,36	0	0	0	0	0	0	20986	1150	269	594	3003	11723	13533	0
193	1	6733580	1564,98	29,91	0	0	0	0	0	0	20937	1142	240	574	3252	11646	13575	0
194	1	6748830	1589,4	40,25	0	0	0	0	0	0	21072	1118	291	615	3214	11785	13393	0
195	1	6765050	1626,08	44,54	0	0	0	0	0	0	21123	1144	257	587	3149	12016	13543	0
196	1	6783790	1608,02	20,49	0	0	0	0	0	0	20926	1157	291	605	3079	11870	13547	0
197	1	6798710	1614,05	28,69	0	0	0	0	0	0	21309	1080	253	612	3032	12091	13331	0
198	1	6817860	1616,56	39,53	0	0	0	0	0	0	21161	1096	239	567	3061	12106	13462	0
199	1	6834690	1642,24	44,45	0	0	0	0	0	0	21087	1168	258	623	3170	12274	13712	0
200	1	6848630	1654,22	35,91	0	0	0	0	0	0	21284	1013	249	562	2984	12355	13181	0
201	1	6866800	1671,77	34,34	0	0	0	0	0	0	21234	1134	253	614	2960	12544	13337	0
202	1	6886940	1636,77	28,24	0	0	0	0	0	0	21362	1150	266	602	3063	12570	13401	0
203	1	6906000	1705,21	32,17	0	0	0	0	0	0	21527	1096	241	601	3058	12756	13604	0
204	1	6925470	1688,04	31,99	0	0	0	0	0	0	21551	1177	275	594	3082	12678	13600	0
205	1	6942230	1702,35	62,44	0	0	0	0	0	0	21557	1068	262	534	2819	12816	13526	0
206	1	6964680	1768,24	30,51	0	0	0	0	0	0	21394	1094	251	540	2949	13135	13472	0
207	1	6994400	1752,65	33,05	0	0	0	0	0	0	21403	1102	262	602	3179	13204	13449	0
208	1	7024150	1714,04	15,73	0	0	0	0	0	0	21491	1145	262	517	3112	12983	13506	0
209	1	7057870	1774,05	31,16	0	0	0	0	0	0	21602	1091	264	539	3152	13467	13771	0
210	1	7087420	1788,96	7,97	0	0	0	0	0	0	21618	1161	229	582	3127	13406	13483	0
211	1	7120310	1824,46	33,58	0	0	0	0	0	0	21827	1134	249	538	3097	13608	13590	0
212	1	7146790	1805,9	22,8	0	0	0	0	0	0	21816	1136	243	539	3045	13543	13647	0
213	1	7176810	1815,99	21,99	0	0	0	0	0	0	22092	1076	228	556	3041	13662	13721	0
214	1	7202170	1850,67	19,93	0	0	0	0	0	0	21792	1126	235	573	3100	13847	13557	0
215	1	7231130	1851	0	0	0	0	0	0	0	22015	1085	245	565	3084	13945	13517	0
216	1	7262840	1859,81	41,49	0	0	0	0	0	0	22232	1114	230	562	3152	14280	13754	0
217	1	7290810	1886,66	7,377	0	0	0	0	0	0	22132	1051	223	524	3091	14290	13742	0
218	1	7323210	1926,98	27,55	0	0	0	0	0	0	22476	1091	253	541	3079	14550	13735	0
219	1	7355960	1900,22	39,54	0	0	0	0	0	0	22191	1147	208	592	3111	14617	13697	0
220	1	7393560	1913,78	56,72	0	0	0	0	0	0	22366	1064	278	568	3207	14613	13875	0
221	1	7428770	1971,74	36,34	0	0	0	0	0	0	22569	1161	226	535	3143	15101	13720	0
222	1	7460080	1966,31	30,37	0	0	0	0	0	0	22686	1095	232	514	3116	15193	13864	0
223	1	7494230	1989,07	41,32	0	0	0	0	0	0	22377	1028	237	546	3160	15228	13814	0
224	1	7530200	2040,72	15,56	0	0	0	0	0	0	22754	998	261	555	3206	15384	13962	0
225	1	7562680	2052,23	22,52	0	0	0	0	0	0	22857	1184	251	543	3239	15658	13952	0
226	1	7592540	2063,1	37,08	0	0	0	0	0	0	23027	1115	216	518	3118	15858	13936	0
227	1	7621330	2108,07	4,504	0	0	0	0	0	0	22540	1077	218	528	3011	16088	13622	0
228	1	7660560	2159,7	40,49	0	0	0	0	0	0	22640	1048	231	527	3064	16411	13710	0
229	1	7704260	2130,38	24,5	0	0	0	0	0	0	22710	1059	279	534	3107	16358	13778	0
230	1	7750150	2150,2	56,09	0	0	0	0	0	0	22844	1052	250	548	3182	16525	13809	0
231	1	7795230	2205,22	49,36	0	0	0	0	0	0	23226	1074	195	442	3053	16908	13747	0
232	1	7843240	2138,1	21,52	0	0	0	0	0	0	23006	1018	218	503	3085	16842	13704	0
233	1	7895820	2233,38	7,016	0	0	0	0	0	0	22904	1174	232	467	3063	17115	13687	0
234	1	7950000	2254,79	7,04	0	0	0	0	0	0	22965	1034	239	523	3126	17416	14023	0
235	1	8007130	2280,04	14,03	0	0	0	0	0	0	23483	1016	231	546	3092	17521	13923	0
236	1	8063680	2279	19,53	0	0	0	0	0	0	23235	1046	202	506	3181	17960	14039	0
237	1	8122360	2333,8	12,66	0	0	0	0	0	0	23474	963	211	503	3152	17859	14052	0
238	1	8188050	2354,71	5,398	0	0	0	0	0	0	23479	1021	224	506	3186	18205	14107	0
239	1	8253280	2414,69	22,78	0	0	0	0	0	0	23492	1048	217	509	3152	18481	14231	0
240	1	8324020	2354,26	3,221	0	0	0	0	0	0	23820	1090	204	487	3218	18393	14330	0
241	1	8393790	2438,67	37,84	0	0	0	0	0	0	23803	1020	201	488	3130	18749	14279	0
242	1	8468570	2436,63	63,81	0	0	0	0	0	0	23951	1114	193	501	3068	19037	14301	0
243	1	8547580	2462,16	14,16	0	0	0	0	0	0	24212	1031	188	533	3083	19062	14417	0
244	1	8627150	2477,04	26,95	0	0	0	0	0	0	24030	1101	220	477	3241	19398	14459	0
245	1	8714400	2495,3	39,58	0	0	0	0	0	0	24003	1025	204	490	3139	19513	14812	0
246	1	8805140	2543,84	40,84	0	0	0	0	0	0	24153	1162	234	461	3158	19811	14612	0
247	1	8902850	2565,03	9,416	0	0	0	0	0	0	24463	1085	195	493	3334	19941	14981	0
248	1	8999070	2580,94	24,97	0	0	0	0	0	0	24444	1073	228	490	3043	19953	14813	0
249	1	9107070	2653,94	32,28	0	0	0	0	0	0	24640	1109	233	492	3227	20532	15195	0
250	1	9219130	2627,81	41,85	0	0	0	0	0	0	25149	1122	201	463	3258	20706	15301	0
251	1	9338270	2667,12	18,6	0	0	0	0	0	0	24943	1116	214	514	3330	20884	15328	0
252	1	9462650	2699,37	40,94	0	0	0	0	0	0	25186	1128	202	512	3272	21039	15369	0
253	1	9594690	2767,07	6,585	0	0	0	0	0	0	25467	1152	216	481	3214	21452	15482	0
254	1	9737300	2747,69	49,49	0	0	0	0	0	0	25502	1135	189	491	3309	21818	15631	0
255	1	9887420	2807,96	13,07	0	0	0	0	0	0	25908	1150	199	475	3356	22046	15589	0
256	1	10046700	2900,28	17,51	0	0	0	0	0	0	25950	1177	190	452	3303	22698	16037	0
257	1	10217400	2915,46	12,34	0	0	0	0	0	0	26434	1177	185	477	3346	22956	15865	0
258	1	10399500	3024,85	36,33	0	0	0	0	0	0	26767	1133	207	424	3238	23483	16185	0
259	1	10600700	2999,76	29,98	0	0	0	0	0	0	27056	1206	208	462	3402	23640	16430	0
260	1	10818600	3090,3	51,21	0	0	0	0	0	0	27720	1159	223	470	3527	24220	16850	0
261	1	11051000	3145,15	16,37	0	0	0	0	0	0	28082	1212	209	428	3370	24616	16941	0
262	1	11314800	3176,85	8,088	0	0	0	0	0	0	29122	1191	206	452	3676	25164	17365	0
263	1	11600800	3212,29	47,79	0	0	0	0	0	0	30203	1182	237	416	3752	25508	17685	0
264	1	11919600	3353,78	70,34	0	0	0	0	0	0	31805	1146	223	466	3679	26220	18262	0
265	1	12274200	3287,37	21,43	0	0	0	0	0	0	33394	1201	205	441	3744	26114	18263	0
266	1	12676100	3359,55	50,55	0	0	0	0	0	0	35820	1146	244	418	3961	26254	18947	0
267	1	13134300	3406,27	43,85	0	0	0	0	0	0	39487	1170	220	434	3917	26785	19309	0
268	1	13660600	3396,4	39,32	0	0	0	0	0	0	44305	1251	228	393	4170	27092	20077	0
269	1	14274000	3465,58	54,03	0	0	0	0	0	0	51792	1272	216	387	4083	27213	20759	0
270	1	14995900	3450,66	76,79	0	0	0	0	0	0	64754	1214	234	390	4158	27218	21777	0
271	1	15851800	3507,26	94,76	0	0	0	0	0	0	85518	1281	184	330	4253	27212	23373	0
272	1	16859500	3537,39	129	0	0	0	0	0	0	122377	1228	188	322	4093	27480	25250	0
273	1	18011800	3371,87	182,8	0	0	0	0	0	0	183731	1207	140	282	4027	26237	28339	0
274	1	19231300	3242,9	211,2	0	0	0	0	0	0	279924	1125	105	211	3682	25350	32464	0
275	1	20346300	3043,79	240,3	0	0	0	0	0	0	418587	1019	104	148	3234	23771	37494	0
276	1	21038100	2747,39	164,7	0	0	0	0	0	0	590811	820	88	119	2695	21353	43474	0
277	1	20955000	2357,67	268,1	0	0	0	0	0	0	769851	722	64	83	2078	18304	47511	0
