5000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
288	1	41920,4	97,8662	0	0	0	0	0	0	0	4133	46	25	11	141	745	1069	0
289	1	25444,8	93,9326	0	0	0	0	0	0	0	1724	45	18	9	151	734	957	0
290	1	19625,2	96,7041	0	0	0	0	0	0	0	942	46	14	7	134	722	925	0
291	1	18579,5	100,299	0	0	0	0	0	0	0	751	51	15	10	159	743	942	0
292	1	18005	93,0869	0	0	0	0	0	0	0	706	45	15	10	136	703	883	0
293	1	17928,4	91,0566	0	0	0	0	0	0	0	635	59	25	11	143	695	911	0
294	1	17824,5	93,792	0	0	0	0	0	0	0	655	45	15	12	114	699	912	0
295	1	17983,8	104,327	0	0	0	0	0	0	0	721	49	13	9	136	728	967	0
296	1	17131,5	99,1992	12,99	0	0	0	0	0	0	714	51	9	4	96	716	846	0
297	1	17274,9	92,9746	0	0	0	0	0	0	0	654	33	11	8	133	700	905	0
298	1	17869,1	95,9854	0	0	0	0	0	0	0	648	42	16	13	146	755	949	0
299	1	17609	85,2324	0	0	0	0	0	0	0	634	45	13	7	132	672	855	0
300	1	17450,2	87,4316	0	0	0	0	0	0	0	694	37	9	9	134	659	899	0
301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMM:	981158000	205983	4221	26	291,6	0	0	0	0	6414934	167215	38615	82561	437619	1486537	2090122	0	
ZONE	MED	C10	C11	N12	N13	O13	O14	O15	F17	F18								
1	1	171	388	0	153	0	49	951	0	0								
2	1	168	358	0	176	2	36	950	0	0								
3	1	168	370	0	156	2	41	904	0	1								
4	1	182	390	0	159	1	33	952	0	0								
5	1	160	408	0	202	0	53	910	0	0								
6	1	166	386	0	161	1	46	948	0	0								
7	1	154	394	0	153	3	51	942	0	0								
8	1	146	413	0	160	3	49	894	0	0								
9	1	173	412	0	186	3	49	931	1	0								
10	1	180	406	0	184	3	49	1001	0	0								
11	1	162	448	0	158	1	47	952	0	0								
12	1	176	396	1	170	3	58	940	0	0								
13	1	154	412	0	155	0	43	927	0	0								
14	1	161	413	0	190	0	47	956	0	0								
15	1	173	406	0	158	2	45	968	0	0								
16	1	158	432	0	178	0	46	975	0	0								
17	1	172	385	0	161	0	53	970	1	0								
18	1	164	400	0	185	2	54	950	0	0								
19	1	145	410	0	183	1	53	961	0	0								
20	1	163	402	0	176	0	44	953	0	0								
21	1	169	415	0	172	2	60	950	0	0								
22	1	176	421	0	167	2	44	944	1	0								
23	1	158	406	0	166	0	49	996	0	0								
24	1	173	431	0	175	0	51	1004	0	0								
25	1	175	417	0	170	1	48	938	0	0								
26	1	150	390	0	167	3	42	935	0	1								
27	1	181	408	2	167	5	50	995	0	0								
28	1	146	430	0	211	1	67	955	0	0								
29	1	157	382	0	179	2	56	943	0	1								
30	1	174	430	0	176	1	48	1016	0	0								
31	1	161	397	0	184	1	62	950	0	1								
32	1	182	386	1	164	2	56	957	0	0								
33	1	176	419	1	194	1	48	1005	0	0								
34	1	143	401	0	172	1	51	911	0	0								
35	1	136	410	0	179	4	56	1025	2	0								
36	1	162	430	0	172	0	53	975	0	0								
37	1	154	438	0	178	3	49	1003	0	0								
38	1	172	401	0	181	0	52	920	0	0								
39	1	162	410	0	167	1	74	972	0	0								
40	1	165	382	1	172	2	57	932	0	0								
41	1	173	386	0	162	1	69	969	0	0								
42	1	176	429	0	200	1	58	902	1	0								
43	1	186	373	0	168	0	46	1007	0	0								
44	1	176	370	0	172	2	46	966	1	0								
45	1	158	379	0	195	0	56	1010	0	0								
46	1	161	422	0	168	3	53	962	0	0								
47	1	162	382	0	192	1	56	1009	0	0								
48	1	181	440	0	175	1	39	1002	0	0								
49	1	162	406	0	163	2	48	1000	0	0								
50	1	140	447	0	173	2	55	958	1	0								
51	1	182	396	0	202	0	44	981	0	0								
52	1	170	419	0	214	3	65	927	1	0								
53	1	165	425	0	170	0	42	1002	0	0								
54	1	159	401	0	187	1	54	992	0	0								
55	1	166	400	0	184	1	63	1016	0	0								
56	1	163	442	0	202	2	45	1067	0	0								
57	1	173	443	0	174	0	44	964	0	0								
58	1	157	398	0	168	0	61	988	0	1								
59	1	153	392	0	172	2	46	978	0	0								
60	1	173	412	0	172	2	55	1029	0	0								
61	1	173	419	0	165	1	52	1070	2	0								
62	1	182	416	0	196	4	37	954	0	0								
63	1	154	448	0	212	2	59	1027	1	0								
64	1	165	387	0	200	0	51	915	0	0								
65	1	160	415	0	179	0	59	1051	0	0								
66	1	156	411	0	200	2	49	965	1	0								
67	1	162	422	0	185	1	46	1012	0	0								
68	1	173	399	0	186	3	60	1044	0	0								
69	1	163	421	0	184	2	57	1022	0	0								
70	1	160	398	0	192	0	52	1046	0	0								
71	1	174	396	0	184	3	45	963	0	0								
72	1	173	424	0	182	0	40	963	0	0								
73	1	161	433	0	175	0	43	951	0	0								
74	1	149	455	0	188	1	53	1056	0	0								
75	1	154	399	0	169	2	40	1067	0	0								
76	1	185	455	0	190	0	66	1041	0	0								
77	1	165	422	0	167	1	52	1020	0	0								
78	1	163	367	0	196	3	61	993	1	0								
79	1	190	428	0	175	1	44	1047	0	0								
80	1	145	425	0	193	1	42	1010	1	0								
81	1	148	366	0	178	0	46	1005	0	0								
82	1	142	417	0	140	0	58	1013	1	0								
83	1	160	416	0	167	3	58	993	1	1								
84	1	148	355	0	176	2	47	1047	0	1								
85	1	175	407	0	175	3	59	1037	0	0								
86	1	192	421	0	191	2	47	1034	0	0								
87	1	177	413	0	170	0	40	1062	1	0								
88	1	139	416	0	165	1	42	1002	0	0								
89	1	167	387	0	194	1	51	1021	0	0								
90	1	176	422	0	187	2	47	986	0	0								
91	1	147	397	0	179	0	48	1086	0	0								
92	1	148	422	0	174	1	50	1013	0	0								
93	1	161	450	0	190	2	59	1034	0	0								
94	1	140	406	0	208	0	56	1036	0	0								
95	1	145	403	0	187	0	64	1001	1	2								
96	1	173	377	0	194	3	59	1037	0	0								
97	1	151	420	0	174	4	47	1003	0	0								
98	1	152	398	0	182	0	46	1020	0	0								
99	1	149	416	0	184	0	47	1020	0	0								
100	1	150	437	0	194	3	54	964	1	0								
101	1	156	438	0	197	1	52	1074	0	0								
102	1	173	403	0	183	2	53	1074	0	0								
103	1	163	398	0	191	1	54	988	0	0								
104	1	175	418	0	188	2	56	1027	0	0								
105	1	157	404	0	192	2	49	1001	1	0								
106	1	148	425	0	176	1	48	1052	0	0								
107	1	148	423	0	162	2	48	973	0	0								
108	1	153	426	0	174	2	47	979	0	2								
109	1	176	439	0	193	1	53	1004	0	0								
110	1	156	441	0	191	1	57	915	1	0								
111	1	155	414	0	189	0	40	1021	0	0								
112	1	169	404	0	186	0	36	1055	0	0								
113	1	170	421	0	183	1	47	986	0	1								
114	1	168	404	0	206	0	47	1000	0	1								
115	1	196	414	0	207	2	53	1022	0	0								
116	1	162	405	0	182	0	49	1014	0	0								
117	1	153	413	0	197	2	53	1040	0	0								
118	1	158	381	0	163	1	38	1047	1	0								
119	1	155	417	0	174	2	49	1011	0	0								
120	1	151	388	0	167	2	39	1010	0	0								
121	1	173	396	0	197	2	53	1026	0	0								
122	1	169	432	0	200	1	53	1031	0	0								
123	1	160	410	0	180	1	54	1001	0	1								
124	1	167	406	0	180	1	50	1039	0	0								
125	1	152	434	0	167	2	43	925	0	0								
126	1	139	403	0	202	0	53	988	1	0								
127	1	161	394	0	193	1	47	1060	0	0								
128	1	160	421	0	165	0	48	1019	0	0								
129	1	160	445	0	167	4	55	1007	0	0								
130	1	160	389	0	210	4	50	1040	0	0								
131	1	168	400	0	200	0	45	992	0	0								
132	1	150	420	0	177	1	60	973	0	1								
133	1	167	413	0	175	3	48	1009	0	0								
134	1	148	389	0	198	2	48	991	0	1								
135	1	185	411	0	193	1	59	959	0	0								
136	1	157	450	0	182	1	51	978	1	0								
137	1	165	445	0	184	1	43	1003	0	0								
138	1	145	403	1	177	2	47	1070	0	0								
139	1	157	434	0	182	3	52	1005	0	0								
140	1	145	418	0	210	1	55	984	1	0								
141	1	157	392	0	204	2	50	1095	0	0								
142	1	179	425	0	195	3	52	984	0	0								
143	1	126	390	0	169	2	48	1071	0	0								
144	1	174	412	0	192	1	51	1022	0	1								
145	1	145	420	0	193	1	55	1061	1	0								
146	1	173	396	0	171	1	48	1022	0	0								
147	1	130	406	0	189	3	57	993	0	1								
148	1	161	415	0	191	1	45	995	0	0								
149	1	183	458	1	151	0	55	1032	1	0								
150	1	160	434	1	208	4	61	1030	1	1								
151	1	166	451	0	200	4	50	948	1	0								
152	1	149	396	0	190	3	57	989	0	0								
153	1	165	404	0	195	3	43	1053	0	0								
154	1	166	417	0	171	2	48	999	0	0								
155	1	166	446	0	197	0	47	1039	0	0								
156	1	168	418	0	182	1	45	1027	0	0								
157	1	175	423	0	183	1	54	1028	0	0								
158	1	152	367	0	186	0	55	1077	0	0								
159	1	166	400	0	186	2	57	999	2	0								
160	1	143	387	0	173	0	52	1052	0	0								
161	1	148	417	0	198	0	51	973	1	0								
162	1	163	417	0	165	1	56	1023	0	0								
163	1	158	394	0	190	2	43	1030	0	0								
164	1	143	392	0	177	1	47	973	0	1								
165	1	160	397	0	190	1	50	1064	0	0								
166	1	155	418	0	182	1	70	976	0	0								
167	1	121	426	0	190	0	63	1024	1	0								
168	1	150	425	0	172	3	56	1093	0	1								
169	1	167	411	0	178	1	56	994	0	0								
170	1	155	412	0	161	3	50	1043	0	0								
171	1	118	372	0	196	4	55	989	0	0								
172	1	171	382	0	195	4	61	972	0	0								
173	1	154	384	0	182	0	68	1042	0	1								
174	1	132	437	0	169	0	55	1028	0	0								
175	1	163	417	0	199	0	57	1027	0	0								
176	1	155	445	0	193	2	54	1022	0	0								
177	1	166	404	0	174	2	46	1088	1	0								
178	1	144	408	0	184	2	52	1030	0	1								
179	1	172	426	0	176	1	52	1017	0	0								
180	1	145	387	0	185	0	33	1047	0	0								
181	1	162	415	0	182	1	46	1025	0	0								
182	1	141	406	0	174	4	54	1057	1	0								
183	1	169	416	0	178	2	47	1038	0	1								
184	1	145	411	0	179	1	38	1001	0	0								
185	1	160	374	0	166	0	38	988	0	0								
186	1	124	383	0	173	4	48	987	0	0								
187	1	144	410	0	181	1	47	1026	0	0								
188	1	145	374	0	186	1	42	1024	0	0								
189	1	141	379	0	190	2	50	1030	0	0								
190	1	140	369	0	171	1	44	1059	0	0								
191	1	148	399	0	185	1	69	1012	0	0								
192	1	135	372	0	184	2	54	991	0	0								
193	1	147	389	0	191	2	44	1019	0	0								
194	1	149	425	1	186	1	59	1121	0	0								
195	1	137	377	0	157	3	42	1002	0	0								
196	1	140	378	0	161	3	52	1039	1	0								
197	1	130	387	0	159	0	48	1031	1	0								
198	1	129	394	0	175	1	60	987	0	0								
199	1	137	383	0	176	3	46	1042	0	2								
200	1	153	399	0	169	2	45	1055	0	0								
201	1	129	368	0	165	3	52	1033	0	0								
202	1	137	392	0	192	0	60	1051	0	0								
203	1	155	382	0	175	1	45	1041	0	0								
204	1	145	370	0	164	2	56	1037	0	0								
205	1	127	404	0	179	1	53	1027	0	0								
206	1	148	405	0	194	2	59	997	0	0								
207	1	150	377	0	178	2	55	1035	0	0								
208	1	147	386	0	180	0	52	1019	0	1								
209	1	137	398	0	182	1	49	1030	0	0								
210	1	144	386	0	156	1	54	1016	0	0								
211	1	132	416	0	194	1	45	1049	0	0								
212	1	143	396	0	184	2	47	1059	0	0								
213	1	127	389	0	166	1	57	1093	0	0								
214	1	146	397	0	198	4	64	1052	1	0								
215	1	153	385	0	177	1	53	1012	0	0								
216	1	137	404	0	171	2	65	1111	0	1								
217	1	133	382	0	178	4	58	1078	0	0								
218	1	147	401	0	171	1	48	1086	0	0								
219	1	131	376	0	177	0	52	1100	0	0								
220	1	143	370	0	162	2	47	1039	1	0								
221	1	137	386	0	184	1	54	1071	0	0								
222	1	121	388	1	169	2	44	1069	0	1								
223	1	141	390	0	173	0	48	1102	0	0								
224	1	128	387	0	197	2	67	1065	0	0								
225	1	121	357	0	164	1	50	1071	0	0								
226	1	134	379	0	174	1	57	1102	0	1								
227	1	112	379	0	196	2	61	1107	1	1								
228	1	134	367	0	169	1	51	1156	0	1								
229	1	116	371	0	190	0	67	1048	0	1								
230	1	139	366	0	197	0	61	1082	0	0								
231	1	140	348	0	221	2	64	1141	1	1								
232	1	133	362	0	184	1	48	1119	0	0								
233	1	123	367	0	160	1	50	1072	0	0								
234	1	134	357	0	184	0	56	1101	1	0								
235	1	147	363	0	209	4	52	1103	0	0								
236	1	121	384	0	195	0	48	1097	0	0								
237	1	130	352	0	179	2	54	1118	0	1								
238	1	137	342	0	176	3	57	1105	0	0								
239	1	110	353	0	221	0	70	1088	0	0								
240	1	114	354	0	174	2	53	1145	0	0								
241	1	112	369	0	208	3	61	1213	0	1								
242	1	133	342	0	153	1	50	1096	0	0								
243	1	123	372	0	212	0	66	1264	1	0								
244	1	127	362	0	202	2	56	1119	0	0								
245	1	134	356	0	207	2	56	1206	1	0								
246	1	116	328	1	210	1	60	1241	0	1								
247	1	126	351	0	216	1	56	1185	0	0								
248	1	122	361	0	161	2	50	1208	1	1								
249	1	105	356	0	228	0	51	1181	0	0								
250	1	114	328	0	222	2	61	1282	1	3								
251	1	117	277	0	227	0	63	1249	0	0								
252	1	112	319	0	181	0	60	1313	1	0								
253	1	115	302	0	201	2	61	1331	0	2								
254	1	102	316	0	216	2	69	1360	1	0								
255	1	112	290	0	212	1	67	1355	0	0								
256	1	91	270	0	226	1	63	1417	0	0								
257	1	90	269	0	219	2	65	1408	0	1								
258	1	112	298	0	200	1	76	1406	2	0								
259	1	95	284	0	229	2	83	1476	1	0								
260	1	88	244	0	208	3	75	1526	1	0								
261	1	81	245	0	227	1	74	1559	0	0								
262	1	69	209	0	189	0	85	1551	0	0								
263	1	46	227	0	202	0	75	1622	0	1								
264	1	47	179	0	220	0	102	1650	0	1								
265	1	45	183	0	220	1	80	1674	1	4								
266	1	44	155	0	206	0	71	1734	0	0								
267	1	25	164	0	173	0	89	1792	0	1								
268	1	25	136	0	193	0	71	1855	1	2								
269	1	28	108	0	131	0	69	1867	2	0								
270	1	14	99	0	131	1	78	1961	1	1								
271	1	7	89	0	145	0	73	1905	2	2								
272	1	1	66	0	102	0	66	1771	0	2								
273	1	2	53	0	93	0	43	1728	0	2								
274	1	3	33	0	81	0	38	1580	1	1								
275	1	2	17	0	93	0	25	1374	0	0								
276	1	1	14	0	68	0	24	1195	0	0								
277	1	2	14	0	67	0	15	915	1	4								
278	1	1	17	0	48	0	8	628	1	1								
279	1	3	11	0	41	0	5	425	2	0								
280	1	0	14	0	23	0	4	275	0	4								
281	1	1	11	0	29	0	6	154	0	2								
282	1	2	9	0	11	0	2	109	3	0								
283	1	0	11	0	5	0	0	60	0	2								
284	1	2	9	0	6	0	1	55	0	0								
285	1	0	14	0	2	0	2	44	0	0								
286	1	2	8	0	2	0	1	48	0	0								
287	1	1	11	0	6	0	1	38	0	0								
288	1	1	12	0	4	0	0	40	0	0								
289	1	2	6	0	7	0	1	34	0	0								
290	1	2	10	0	3	0	0	35	0	0								
291	1	2	9	0	1	0	2	34	0	0								
292	1	2	8	0	2	0	1	24	0	0								
293	1	1	10	0	3	0	0	26	0	0								
294	1	2	7	0	5	0	1	36	0	0								
295	1	1	7	0	3	0	0	45	0	0								
296	1	1	3	0	1	0	2	41	0	0								
297	1	0	16	0	4	0	1	36	0	0								
298	1	2	15	0	4	0	0	37	0	0								
299	1	2	6	0	5	0	0	38	0	0								
300	1	3	10	0	3	0	0	29	0	0								
301	0	0	0	0	0	0	0	0	0	0								
SUM	==>	40005	105493	12	50358	377	14705	299306	68	74								
