10000000
300
ZONE	MED	LOSS(MEV)	(MEV)	EXCITATION	PI0	(MEV)	PI+	K+	MU-	MU+	PROT	DEUT	TRIT	HE3	ALPH	ELSC	INEL	FISS
23	1	4932490	750,152	29,24	0	0	0	0	0	0	12430	1255	340	672	2960	4470	12381	0
24	1	4946580	747,114	17,01	0	0	0	0	0	0	12393	1249	339	755	2895	4499	12277	0
25	1	4959020	767,218	23,28	2	31,44	0	0	0	0	12624	1233	304	666	3082	4682	12458	0
26	1	4971760	785,613	14,01	0	0	0	0	0	0	12742	1290	299	628	2869	4692	12305	0
27	1	4985180	793,104	15,06	0	0	0	0	0	0	12768	1350	284	678	2985	4753	12307	0
28	1	4997800	768,652	17,78	3	34,13	0	0	0	0	12989	1289	297	676	2915	4609	12413	0
29	1	5008840	800,686	28,7	2	5,834	0	0	0	0	13178	1228	315	646	3001	4714	12317	0
30	1	5019500	785,629	13,77	0	0	0	0	0	0	13137	1285	294	605	2982	4769	12447	0
31	1	5034830	770,392	67,04	0	0	0	0	0	0	13497	1301	296	653	3057	4779	12605	0
32	1	5045760	811,395	26,73	2	21,25	0	0	0	0	13451	1199	310	678	3032	4967	12335	0
33	1	5057340	812,794	25,81	0	0	0	0	0	0	13535	1326	342	643	2952	4921	12450	0
34	1	5068710	804,06	17,12	0	0	0	0	0	0	13629	1308	327	695	3099	5012	12642	0
35	1	5080910	822,74	46,8	0	0	0	0	0	0	13843	1244	334	636	3023	4899	12711	0
36	1	5089300	821,855	42,11	0	0	0	0	0	0	13671	1212	329	640	2926	5032	12475	0
37	1	5102720	799,342	42,26	0	0	0	0	0	0	13867	1262	331	671	3074	5058	12585	0
38	1	5112180	825,913	26,33	1	19,02	0	0	0	0	13946	1243	300	661	3021	5111	12716	0
39	1	5124950	830,026	29,91	0	0	0	0	0	0	14088	1290	306	642	3091	5193	12576	0
40	1	5138550	827,983	9,485	0	0	0	0	0	0	14297	1310	337	656	3147	5156	12744	0
41	1	5145200	821,646	35,07	0	0	0	0	0	0	14371	1276	282	663	2920	5124	12754	0
42	1	5158860	843,873	38,15	0	0	0	0	0	0	14431	1280	313	659	3043	5205	12887	0
43	1	5166840	830,693	35,89	0	0	0	0	0	0	14697	1279	319	657	3063	5193	12613	0
44	1	5179070	828,735	20,57	0	0	0	0	0	0	14447	1319	324	708	3086	5252	12925	0
45	1	5188650	855,328	54,65	0	0	0	0	0	0	14818	1207	295	622	3083	5279	12769	0
46	1	5198700	851,748	14,04	0	0	0	0	0	0	14739	1298	344	654	3099	5295	12856	0
47	1	5212040	858,447	10,51	0	0	0	0	0	0	15049	1290	317	664	3296	5376	12941	0
48	1	5219360	859,809	20,25	0	0	0	0	0	0	14882	1251	297	672	2945	5465	12728	0
49	1	5227910	863,555	20,54	0	0	0	0	0	0	15091	1251	309	655	3019	5393	12874	0
50	1	5236250	860,193	34,62	0	0	0	0	0	0	14882	1267	335	684	2977	5421	12826	0
51	1	5249070	876,432	5,797	0	0	0	0	0	0	15166	1259	334	668	3088	5420	12926	0
52	1	5257210	880,125	0	0	0	0	0	0	0	15054	1266	334	651	3043	5500	12843	0
53	1	5267340	884,244	18,02	1	2,155	0	0	0	0	15150	1262	319	662	3039	5560	12852	0
54	1	5273810	902,04	59,15	0	0	0	0	0	0	15289	1239	317	598	3045	5653	12810	0
55	1	5285030	885,358	11,61	0	0	0	0	0	0	15469	1257	326	696	3009	5534	12910	0
56	1	5297600	877,953	8,093	0	0	0	0	0	0	15484	1273	351	664	3111	5562	13057	0
57	1	5308790	893,323	4,475	0	0	0	0	0	0	15652	1331	301	631	3145	5519	13098	0
58	1	5316790	895,372	26,78	0	0	0	0	0	0	15505	1269	303	684	3091	5617	13074	0
59	1	5329540	868,064	17,39	0	0	0	0	0	0	15649	1312	301	672	3248	5534	13142	0
60	1	5334910	902,952	40,05	0	0	0	0	0	0	15661	1241	336	704	3058	5665	12862	0
61	1	5342070	891,028	16,65	0	0	0	0	0	0	15794	1309	327	652	3141	5764	12969	0
62	1	5352780	914,524	10,89	0	0	0	0	0	0	15874	1243	321	669	3104	5799	13172	0
63	1	5359300	888,918	13,08	1	5,008	0	0	0	0	15959	1279	298	642	2936	5632	12987	0
64	1	5366110	867,901	22,93	0	0	0	0	0	0	15761	1243	292	617	3175	5717	12972	0
65	1	5378980	913,298	6,157	0	0	0	0	0	0	15897	1286	318	621	3138	5831	13179	0
66	1	5390350	915,966	22,61	0	0	0	0	0	0	16025	1219	325	697	3140	5894	13247	0
67	1	5398530	925,712	17,58	0	0	0	0	0	0	16140	1353	326	619	3095	5882	13072	0
68	1	5409270	878,152	4,824	0	0	0	0	0	0	16351	1327	333	656	3096	5777	13124	0
69	1	5422350	934,939	36,67	0	0	0	0	0	0	16411	1334	319	672	3159	5887	13356	0
70	1	5429720	933,199	11,55	0	0	0	0	0	0	16513	1309	325	651	3151	5953	13385	0
71	1	5439700	928,611	18,3	0	0	0	0	0	0	16595	1341	312	662	3164	6014	13485	0
72	1	5446230	899,631	15,23	0	0	0	0	0	0	16362	1260	334	690	3165	5975	13105	0
73	1	5454890	930,439	31,3	0	0	0	0	0	0	16477	1292	288	686	3143	5985	13211	0
74	1	5463900	968,001	41,45	0	0	0	0	0	0	16650	1232	327	633	2938	6218	13268	0
75	1	5474280	943,024	20,09	0	0	0	0	0	0	16735	1281	317	644	3079	6097	13285	0
76	1	5481960	961,03	15,94	0	0	0	0	0	0	16752	1253	319	638	3160	6203	13310	0
77	1	5490440	947,738	22,8	0	0	0	0	0	0	16893	1289	314	654	3131	6089	13172	0
78	1	5497960	938,036	19,52	0	0	0	0	0	0	16702	1184	307	657	3200	6155	13330	0
79	1	5512900	959,31	25,06	0	0	0	0	0	0	17093	1307	347	692	3256	6188	13329	0
80	1	5518340	943,806	11,43	0	0	0	0	0	0	16947	1283	298	679	3109	6153	13356	0
81	1	5525270	965,18	12,41	0	0	0	0	0	0	16758	1209	320	677	3170	6183	13460	0
82	1	5540400	975	12	0	0	0	0	0	0	17186	1291	318	639	3213	6326	13478	0
83	1	5548350	967,906	21,72	0	0	0	0	0	0	17339	1280	296	660	3150	6216	13423	0
84	1	5553950	996,349	27,01	0	0	0	0	0	0	17400	1385	312	672	3071	6371	13458	0
85	1	5559500	971,305	29,3	0	0	0	0	0	0	17206	1237	323	661	3003	6309	13223	0
86	1	5570840	1004	16,32	0	0	0	0	0	0	17372	1212	295	633	3238	6397	13454	0
87	1	5578160	963,664	30,24	0	0	0	0	0	0	17259	1262	305	586	3169	6364	13230	0
88	1	5589580	955,721	42,61	0	0	0	0	0	0	17531	1288	313	689	3110	6319	13381	0
89	1	5593690	960,757	46,76	0	0	0	0	0	0	17357	1235	336	650	3166	6385	13324	0
90	1	5599010	983,685	14,11	0	0	0	0	0	0	17436	1202	286	644	3047	6435	13127	0
91	1	5611400	987,743	28,01	0	0	0	0	0	0	17483	1258	340	631	3148	6504	13626	0
92	1	5621020	998,021	33,18	0	0	0	0	0	0	17394	1301	281	646	3137	6532	13619	0
93	1	5632000	1005,11	34,3	0	0	0	0	0	0	17873	1239	347	624	3177	6534	13470	0
94	1	5636760	1005,31	31,85	0	0	0	0	0	0	17637	1274	328	609	3194	6492	13334	0
95	1	5644990	1043,94	47,74	0	0	0	0	0	0	17470	1249	283	664	3061	6720	13373	0
96	1	5657160	1005,88	40,36	0	0	0	0	0	0	17685	1342	286	644	3203	6544	13537	0
97	1	5665700	989,805	22,86	0	0	0	0	0	0	17969	1266	299	670	3194	6610	13498	0
98	1	5671850	1009,22	8,052	0	0	0	0	0	0	17808	1239	318	649	3156	6650	13593	0
99	1	5682500	1025,66	37,13	0	0	0	0	0	0	17971	1292	303	655	3135	6756	13517	0
100	1	5690670	1048,77	38,24	0	0	0	0	0	0	18018	1259	318	601	3174	6839	13514	0
101	1	5696510	1020,91	52,78	0	0	0	0	0	0	18094	1188	301	602	3037	6817	13314	0
102	1	5702920	1046,2	11,04	0	0	0	0	0	0	17894	1250	338	651	3205	6701	13573	0
103	1	5712330	1010,44	24,09	0	0	0	0	0	0	17977	1235	301	636	3049	6678	13509	0
104	1	5721620	1033,88	26,43	0	0	0	0	0	0	18104	1215	280	652	3110	6950	13434	0
105	1	5722840	1029,13	35,37	0	0	0	0	0	0	17816	1196	267	661	2987	6904	13197	0
106	1	5736100	1038,72	3,471	0	0	0	0	0	0	17998	1296	308	667	3114	6949	13523	0
107	1	5747770	1046,85	21,98	0	0	0	0	0	0	18251	1319	319	645	3150	7043	13400	0
108	1	5753410	1075,8	23,7	0	0	0	0	0	0	18258	1265	314	651	3135	6996	13550	0
109	1	5760110	1067,52	13,04	0	0	0	0	0	0	18284	1240	329	628	3153	7175	13428	0
110	1	5771280	1058,32	26,55	0	0	0	0	0	0	18174	1287	313	644	3227	6974	13465	0
111	1	5778210	1037,19	14,53	0	0	0	0	0	0	18179	1258	329	647	3150	6980	13633	0
112	1	5786550	1036,49	52,97	0	0	0	0	0	0	18379	1298	271	642	3220	7058	13599	0
113	1	5788450	1065,42	18,63	0	0	0	0	0	0	18285	1249	293	598	3051	7134	13281	0
114	1	5799290	1086,28	64,39	0	0	0	0	0	0	18352	1185	297	661	3245	7243	13428	0
115	1	5805180	1060,97	34,53	0	0	0	0	0	0	18436	1157	319	658	3186	7284	13368	0
116	1	5809970	1054,76	23,07	0	0	0	0	0	0	18219	1194	278	584	3120	7226	13318	0
117	1	5822220	1101,49	41,89	0	0	0	0	0	0	18476	1196	305	641	3330	7410	13544	0
118	1	5826590	1095,46	20,9	0	0	0	0	0	0	18705	1192	299	603	3006	7356	13430	0
119	1	5835180	1119,86	36,67	0	0	0	0	0	0	18545	1226	309	621	3118	7430	13442	0
120	1	5843950	1114,32	38,19	0	0	0	0	0	0	18548	1278	289	661	3181	7579	13386	0
121	1	5850890	1136,42	0	0	0	0	0	0	0	18552	1257	328	604	3111	7680	13541	0
122	1	5858360	1104,88	20,74	0	0	0	0	0	0	18491	1215	323	616	3072	7506	13246	0
123	1	5865070	1126,48	8,807	0	0	0	0	0	0	18617	1251	306	612	2994	7697	13269	0
124	1	5877800	1166,85	6,616	0	0	0	0	0	0	18784	1179	313	651	3095	7821	13378	0
125	1	5882650	1121,36	15,45	0	0	0	0	0	0	18724	1284	302	622	2975	7646	13400	0
126	1	5892540	1127,18	2,797	0	0	0	0	0	0	18528	1253	295	627	3181	7745	13529	0
127	1	5900480	1118,98	18,87	0	0	0	0	0	0	18807	1176	295	642	3089	7740	13293	0
128	1	5907700	1170,77	40,89	0	0	0	0	0	0	18607	1233	265	603	3119	7884	13246	0
129	1	5918770	1165,59	60,8	0	0	0	0	0	0	18694	1295	299	630	3138	7930	13387	0
130	1	5928550	1146,17	16,01	0	0	0	0	0	0	19035	1233	289	619	3120	7853	13522	0
131	1	5939220	1188,62	3,083	0	0	0	0	0	0	19015	1326	300	647	3276	7988	13604	0
132	1	5947430	1175,43	9,208	0	0	0	0	0	0	18970	1289	269	629	3223	7911	13629	0
133	1	5960230	1155,64	52,7	0	0	0	0	0	0	19156	1247	299	659	3108	7977	13788	0
134	1	5968050	1134,19	8,913	0	0	0	0	0	0	19033	1273	327	601	3166	7776	13578	0
135	1	5978210	1174,55	1,322	0	0	0	0	0	0	19253	1246	306	610	3086	8111	13745	0
136	1	5985710	1165,63	33,57	0	0	0	0	0	0	19343	1204	316	621	3204	8040	13631	0
137	1	5992310	1195,33	27,27	0	0	0	0	0	0	19233	1216	293	595	3218	8131	13488	0
138	1	5997360	1194,54	22,67	0	0	0	0	0	0	19243	1198	287	564	3269	8137	13560	0
139	1	6008050	1165,46	2,904	0	0	0	0	0	0	19361	1194	293	657	3113	8160	13565	0
140	1	6014760	1209,95	45,94	0	0	0	0	0	0	19192	1178	276	620	3207	8382	13473	0
141	1	6022230	1200,43	44,66	0	0	0	0	0	0	19381	1262	305	650	3286	8269	13701	0
142	1	6027460	1191,22	13,4	0	0	0	0	0	0	19288	1222	317	631	3113	8288	13407	0
143	1	6036280	1169,41	13,65	0	0	0	0	0	0	19139	1185	301	615	3201	8402	13628	0
144	1	6041320	1219	8,912	0	0	0	0	0	0	19405	1199	316	661	2980	8523	13303	0
145	1	6051220	1252,4	26,74	0	0	0	0	0	0	19570	1247	320	647	3176	8662	13668	0
146	1	6057380	1220,27	26,66	0	0	0	0	0	0	19394	1234	322	659	3187	8536	13594	0
147	1	6063680	1198,33	10,34	0	0	0	0	0	0	19490	1213	292	606	3186	8343	13612	0
148	1	6070160	1237,72	34,73	0	0	0	0	0	0	19693	1200	304	606	3184	8708	13499	0
149	1	6075320	1225,98	61,74	0	0	0	0	0	0	19603	1196	286	619	3072	8554	13355	0
150	1	6086590	1224,77	11,21	0	0	0	0	0	0	19687	1239	264	658	3227	8562	13684	0
151	1	6093240	1264,64	24,13	0	0	0	0	0	0	19414	1189	272	654	3023	8901	13557	0
152	1	6111510	1249,9	15,07	0	0	0	0	0	0	19952	1220	319	649	3149	8757	13726	0
153	1	6128150	1240,55	7,411	0	0	0	0	0	0	19763	1228	314	627	3155	8868	13607	0
154	1	6148950	1258,31	35,63	0	0	0	0	0	0	19721	1204	292	605	3068	8923	13453	0
155	1	6173750	1275,21	32,62	0	0	0	0	0	0	19881	1249	298	624	3133	8957	13615	0
156	1	6196610	1280,05	16,86	0	0	0	0	0	0	19717	1208	275	626	3254	9073	13550	0
157	1	6214930	1281,87	31,03	0	0	0	0	0	0	20095	1187	311	607	3102	8978	13565	0
158	1	6229590	1305,31	15,38	0	0	0	0	0	0	19645	1163	278	593	2984	9248	13404	0
159	1	6247410	1274,46	5,587	0	0	0	0	0	0	19752	1175	299	646	3167	8959	13594	0
160	1	6260350	1323,37	25,79	0	0	0	0	0	0	19953	1173	286	591	3106	9318	13392	0
161	1	6272360	1321,05	7,586	0	0	0	0	0	0	19989	1154	317	595	3025	9252	13289	0
162	1	6286290	1314,61	40,01	0	0	0	0	0	0	19888	1188	311	612	3105	9275	13525	0
163	1	6299380	1288,55	37,07	0	0	0	0	0	0	19959	1175	284	619	3089	9332	13556	0
164	1	6317050	1332,72	45,27	0	0	0	0	0	0	20246	1255	291	610	3394	9550	13772	0
165	1	6321530	1337,49	45,64	0	0	0	0	0	0	19899	1201	310	606	3107	9635	13490	0
166	1	6334010	1391,91	50,48	0	0	0	0	0	0	20155	1227	269	575	3174	9821	13596	0
167	1	6343980	1326,16	52,28	0	0	0	0	0	0	19961	1107	278	603	3010	9618	13444	0
168	1	6356960	1373,7	17,47	0	0	0	0	0	0	19796	1163	297	615	3103	9805	13441	0
169	1	6371940	1371,79	28,48	0	0	0	0	0	0	20249	1117	295	597	3030	9980	13644	0
170	1	6386020	1375,76	31,84	0	0	0	0	0	0	20105	1208	302	605	3117	9737	13435	0
171	1	6401920	1357,1	24,14	0	0	0	0	0	0	20187	1230	301	627	3223	9922	13596	0
172	1	6414250	1422,83	9,197	0	0	0	0	0	0	20210	1239	256	595	3097	10130	13333	0
173	1	6426440	1403,42	36,74	0	0	0	0	0	0	20454	1204	290	559	3082	10190	13471	0
174	1	6442130	1418,76	27,03	0	0	0	0	0	0	20214	1139	267	613	3216	10265	13710	0
175	1	6455650	1446,08	20,26	0	0	0	0	0	0	20661	1165	266	609	3007	10458	13612	0
176	1	6468940	1449,98	5,591	0	0	0	0	0	0	20205	1175	280	622	3268	10389	13573	0
177	1	6483710	1457,56	25,87	0	0	0	0	0	0	20959	1171	265	582	3131	10450	13441	0
178	1	6494470	1459,35	14,55	0	0	0	0	0	0	20270	1205	293	584	3034	10607	13336	0
179	1	6510490	1449,68	37,88	0	0	0	0	0	0	20488	1170	277	639	3062	10669	13553	0
180	1	6520350	1482,34	18,82	0	0	0	0	0	0	20570	1120	249	570	3015	10651	13394	0
181	1	6536580	1478	32,27	0	0	0	0	0	0	20579	1163	254	574	3176	10791	13384	0
182	1	6554410	1490,04	13,7	0	0	0	0	0	0	20675	1181	256	571	3058	10893	13484	0
183	1	6567600	1493,38	21,1	0	0	0	0	0	0	20774	1127	253	573	3018	10828	13434	0
184	1	6585060	1489,02	33,55	0	0	0	0	0	0	20930	1216	278	612	3013	10933	13515	0
185	1	6598050	1475,29	6,984	0	0	0	0	0	0	20605	1199	243	595	3059	10937	13468	0
186	1	6616070	1512,04	9,681	0	0	0	0	0	0	20741	1192	270	619	3049	11155	13487	0
187	1	6631920	1524,26	34,2	0	0	0	0	0	0	21104	1132	280	626	3139	11016	13477	0
188	1	6644050	1560,3	0	0	0	0	0	0	0	20794	1221	261	596	3032	11578	13468	0
189	1	6660490	1579,17	38,96	0	0	0	0	0	0	20639	1172	236	559	3075	11583	13510	0
190	1	6678260	1532,73	31,21	0	0	0	0	0	0	20905	1113	287	621	3056	11391	13521	0
191	1	6693510	1593,45	24,41	0	0	0	0	0	0	21032	1172	275	573	2977	11683	13386	0
192	1	6709760	1540,62	27,14	0	0	0	0	0	0	20755	1131	271	597	3092	11515	13445	0
193	1	6727560	1609,77	12,46	0	0	0	0	0	0	20778	1126	251	615	2972	11867	13352	0
194	1	6744330	1612,64	14,51	0	0	0	0	0	0	21020	1071	269	546	3097	11758	13423	0
195	1	6762020	1618,04	14,52	0	0	0	0	0	0	21184	1096	270	578	3015	11848	13590	0
196	1	6779300	1582,01	29,65	0	0	0	0	0	0	21213	1082	241	547	3083	11797	13442	0
197	1	6796610	1617,29	20,31	0	0	0	0	0	0	20924	1138	262	589	3124	12079	13610	0
198	1	6815650	1597,97	20,01	0	0	0	0	0	0	21213	1111	255	579	3053	12013	13613	0
199	1	6833920	1665,09	23,46	0	0	0	0	0	0	21321	1078	235	584	3095	12314	13437	0
200	1	6848950	1667,9	7,254	0	0	0	0	0	0	21070	1174	280	558	3064	12354	13696	0
201	1	6868140	1657,59	27,81	0	0	0	0	0	0	21274	1177	269	629	2990	12243	13455	0
202	1	6886970	1710,47	46,4	0	0	0	0	0	0	21600	1074	234	617	3060	12674	13740	0
203	1	6905530	1748,7	23,46	0	0	0	0	0	0	21603	1106	225	579	3118	12918	13532	0
204	1	6922380	1724,34	41,78	0	0	0	0	0	0	20962	1120	226	593	3106	12881	13400	0
205	1	6948560	1698,52	28,18	0	0	0	0	0	0	21679	1127	256	584	3056	12795	13781	0
206	1	6970930	1749,38	25,3	0	0	0	0	0	0	21585	1124	229	584	3051	13071	13594	0
207	1	6997770	1740,94	52,85	0	0	0	0	0	0	21624	1062	237	540	3132	13021	13594	0
208	1	7025070	1765,12	22,25	0	0	0	0	0	0	21685	1117	256	504	3050	13309	13452	0
209	1	7056590	1799,7	25,11	0	0	0	0	0	0	21591	1130	238	597	3096	13548	13712	0
210	1	7091120	1797,4	13,56	0	0	0	0	0	0	21749	1102	225	637	3225	13516	13663	0
211	1	7122080	1828,52	19,76	0	0	0	0	0	0	21913	1109	261	591	3163	13769	13685	0
212	1	7151310	1786,85	6,654	0	0	0	0	0	0	21931	1105	283	585	3129	13543	13461	0
213	1	7178810	1842,25	34,65	0	0	0	0	0	0	22156	1092	221	561	3147	13811	13763	0
214	1	7201270	1833,81	35,82	0	0	0	0	0	0	21956	1033	236	555	2998	13791	13634	0
215	1	7231560	1827,33	38,94	0	0	0	0	0	0	21988	1100	232	538	2972	13949	13636	0
216	1	7260780	1855,3	35,47	0	0	0	0	0	0	22087	1091	239	535	3103	14254	13537	0
217	1	7294080	1885,11	33,69	0	0	0	0	0	0	22295	1081	254	550	3072	14331	13796	0
218	1	7326460	1903,4	14,81	0	0	0	0	0	0	22314	1099	242	558	3104	14362	13690	0
219	1	7361220	1909,25	34,08	0	0	0	0	0	0	22478	1103	224	560	3219	14558	13911	0
220	1	7393540	2013,44	12,58	0	0	0	0	0	0	22422	1109	230	515	3169	15100	13861	0
221	1	7427860	1996,16	35,05	0	0	0	0	0	0	22503	1052	254	550	3051	14959	13734	0
222	1	7461470	2000,48	26,73	0	0	0	0	0	0	22394	1088	241	551	3062	15208	13575	0
223	1	7499810	2021,15	36,04	0	0	0	0	0	0	22474	1124	244	559	3177	15412	13873	0
224	1	7528930	2017,74	30,37	0	0	0	0	0	0	22629	1106	247	558	3118	15338	13796	0
225	1	7556050	2049,09	42,62	0	0	0	0	0	0	22763	1034	214	541	3184	15637	13612	0
226	1	7589280	2071,71	24,94	0	0	0	0	0	0	22541	1041	248	538	3195	15820	13787	0
227	1	7626440	2114,6	17,32	0	0	0	0	0	0	22959	1127	224	551	3114	16270	14093	0
228	1	7664280	2090,49	12,07	0	0	0	0	0	0	22915	1016	215	541	3142	16271	13880	0
229	1	7704350	2109,59	24,47	0	0	0	0	0	0	22898	1100	236	507	3163	16477	13927	0
230	1	7750050	2144,15	26,48	0	0	0	0	0	0	22911	1097	209	541	3075	16689	13855	0
231	1	7800240	2203,11	25,1	0	0	0	0	0	0	23020	1054	234	511	3190	16927	14064	0
232	1	7849480	2209,33	36,91	0	0	0	0	0	0	23073	1032	184	533	3270	17122	14211	0
233	1	7901700	2196,87	33,16	0	0	0	0	0	0	23181	1102	214	522	3151	17156	14108	0
234	1	7955520	2270,82	39,5	0	0	0	0	0	0	23244	1097	210	543	3187	17579	13956	0
235	1	8009290	2284,97	27,41	0	0	0	0	0	0	23263	1078	191	505	3149	17517	14047	0
236	1	8069930	2281,57	31,48	0	0	0	0	0	0	23745	1102	227	531	3170	17923	14090	0
237	1	8123450	2305,77	40,08	0	0	0	0	0	0	23362	1029	200	499	3090	17900	14078	0
238	1	8186830	2380,79	3,826	0	0	0	0	0	0	23349	1092	244	532	3140	18331	14045	0
239	1	8249450	2367,87	42,94	0	0	0	0	0	0	23326	1039	220	495	3024	18301	13999	0
240	1	8323180	2389,31	21,65	0	0	0	0	0	0	23638	1023	211	523	3177	18550	14164	0
241	1	8392540	2462,97	34,78	0	0	0	0	0	0	23875	1044	212	484	2985	19033	14262	0
242	1	8467540	2441,23	11,42	0	0	0	0	0	0	23745	1078	192	506	3196	18924	14369	0
243	1	8547910	2454,86	31,76	0	0	0	0	0	0	23859	1083	210	553	3139	19169	14553	0
244	1	8627160	2517,89	15,61	0	0	0	0	0	0	23866	1051	216	509	3232	19514	14322	0
245	1	8712970	2552,82	30,24	0	0	0	0	0	0	24103	1114	182	476	3120	19716	14452	0
246	1	8805830	2531,91	67,32	0	0	0	0	0	0	23990	1119	197	487	3255	19655	14728	0
247	1	8900450	2533,09	24,33	0	0	0	0	0	0	24291	1082	188	508	3213	19678	14662	0
248	1	8998990	2508,12	49,82	0	0	0	0	0	0	24299	1092	205	476	3273	19831	14724	0
249	1	9105670	2674,4	68,33	0	0	0	0	0	0	24741	1080	167	473	3163	20808	14851	0
250	1	9215030	2599,9	48,7	0	0	0	0	0	0	24797	1062	171	456	3226	20429	14926	0
251	1	9336210	2688,99	14,49	0	0	0	0	0	0	24901	1072	215	526	3253	21039	15191	0
252	1	9459740	2695,08	18,96	0	0	0	0	0	0	24940	1094	186	474	3327	21170	15129	0
253	1	9594760	2749,58	23,06	0	0	0	0	0	0	25323	1132	211	493	3269	21505	15596	0
254	1	9737490	2825,14	37,29	0	0	0	0	0	0	25831	1162	216	435	3425	22032	15678	0
255	1	9886980	2866,48	21,31	0	0	0	0	0	0	25761	1160	198	470	3269	22365	15781	0
256	1	10048800	2840,4	27,78	0	0	0	0	0	0	26075	1172	215	456	3335	22329	16057	0
257	1	10219600	2948,16	62,18	0	0	0	0	0	0	26318	1155	194	446	3369	22969	16081	0
258	1	10408800	2982,42	49,18	0	0	0	0	0	0	27221	1197	234	452	3437	23335	16468	0
259	1	10605400	3008,25	46,03	0	0	0	0	0	0	27135	1169	193	460	3590	23584	16463	0
260	1	10821300	3067,45	79,46	0	0	0	0	0	0	27827	1193	193	464	3507	24239	16845	0
261	1	11055700	3080,52	27,55	0	0	0	0	0	0	28318	1184	210	475	3552	24342	17082	0
262	1	11314100	3207,07	44,93	0	0	0	0	0	0	29242	1149	179	438	3514	25311	17130	0
263	1	11600700	3244,22	59,05	0	0	0	0	0	0	30151	1203	223	407	3662	25616	17582	0
264	1	11918400	3307,96	32,34	0	0	0	0	0	0	31951	1124	238	407	3620	25741	17795	0
265	1	12273700	3327,93	33,94	0	0	0	0	0	0	33355	1162	195	418	3833	26304	18331	0
266	1	12678200	3395,97	50,77	0	0	0	0	0	0	36065	1182	210	424	4000	26572	19028	0
267	1	13135200	3409,8	45,57	0	0	0	0	0	0	39642	1270	216	430	3983	26773	19530	0
268	1	13657900	3447,54	38,14	0	0	0	0	0	0	44226	1233	185	357	4142	26931	20008	0
269	1	14273400	3456,73	35,39	0	0	0	0	0	0	51824	1192	228	429	4227	27236	20717	0
270	1	14994700	3487,51	37,8	0	0	0	0	0	0	64366	1212	204	386	4300	27362	22101	0
271	1	15852200	3486,27	115	0	0	0	0	0	0	85522	1238	173	359	4227	27252	23275	0
272	1	16862700	3453,27	101,7	0	0	0	0	0	0	123032	1229	180	285	4105	27006	25286	0
273	1	18014700	3425,53	165,6	0	0	0	0	0	0	183823	1204	133	271	3821	26665	28429	0
274	1	19233900	3201,36	199,8	0	0	0	0	0	0	281066	1189	117	200	3485	25196	32345	0
275	1	20333800	3018,77	169,8	0	0	0	0	0	0	417588	1001	87	157	3157	23629	37377	0
276	1	21035200	2763,87	123,5	0	0	0	0	0	0	589208	922	89	114	2725	21572	43410	0
277	1	20962100	2367,02	276,1	0	0	0	0	0	0	770065	674	55	70	2172	18708	47862	0
